Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
OPRE,6332,0W1,,26,5,3,1,,,1,,,,,1,6,,,0,"Ramanathan, Kannan","Sangappa, Chirag","Lyu, Junjia",,,
OPRE,6332,0W2,,14,8,7,,1,2,,,,,,1,5,,,2,"Ramanathan, Kannan","Sangappa, Chirag","Lyu, Junjia",,,
OPRE,6332,501,,31,5,1,,1,,,,,,,1,2,,,0,"Ramanathan, Kannan","Sangappa, Chirag","Lyu, Junjia",,,
OPRE,6341,501,,15,8,,1,,,,,,,,,6,,,0,"Honhon, Dorothee B","Mathew, George",,,,
OPRE,6355,001,,13,8,4,1,,,,,,,,,4,,,0,"Bolton, Gary","Katok, Elena M",,,,
OPRE,6359,501,,8,1,1,,1,,,,,,,,,,,0,"Toptal, Aysegul","Zhang, Minmin",,,,
OPRE,6362,0W1,,14,7,,,,1,,,,,,1,1,,,0,"Alborz, Shawn","Samie Aliabadi, Mohammad Mahdi",,,,
OPRE,6362,0W2,,8,11,4,,1,,,,,,,,,,,2,"Alborz, Shawn","Mantena, Ranadeep Varma",,,,
OPRE,6362,501,,9,3,,,1,,,,,,,,,,,0,"Janke, Scott M","Rajkotwala, Mustafa S",,,,
OPRE,6364,001,,28,11,4,1,,,,,,,,,,,,0,"Ramanathan, Kannan",,,,,
OPRE,6366,001,,26,15,5,6,,,,,,,,,7,,,0,"Leach, Sonia E","Stalvey, Shelly",,,,
OPRE,6366,0W1,,4,1,2,1,,,,,,,,,2,,,0,"Cakanyildirim, Metin","Farajbakhsh Mamaghani, Fariba",,,,
OPRE,6366,501,,7,2,4,1,1,,,,,,,,1,,,0,"Cakanyildirim, Metin","Farajbakhsh Mamaghani, Fariba",,,,
OPRE,6367,001,,34,,,1,,,,,,,,,,,,0,"Parks, David","Shintre, Rohan Sudhakar",,,,
OPRE,6369,501,,9,13,9,2,,,,,,,,,6,,,0,"Subramoniam, Ramesh","Tiwari, Pooja",,,,
OPRE,6370,0W1,,7,,3,3,,,,,,,,1,3,,,1,"Frazelle, Andrew E","Mobini Dehkordi, Zahra",,,,
OPRE,6370,501,,69,1,,,,,,,,,,,,,,0,"Sabri, Ehap H","Rasulov, Toghrul",,,,
OPRE,6371,0W1,,4,3,6,1,2,,,,,,,,5,,,0,"Katok, Elena M","Mathew, George",,,,
OPRE,6371,501,,9,7,10,3,,,,,,,,,7,,,0,"Katok, Elena M","Mathew, George",,,,
OPRE,6372,P51,,5,2,2,,1,,,,,,,,,,,0,"Szot, James","Thouin, Mark","Koganti, Ramakrishna","Rajamani, Divakar",,
OPRE,6378,501,,43,,,,,,,,,,,,2,,,0,"Widdifield, David S",,,,,
OPRE,6379,501,,8,11,7,,1,,,,,,,,4,,,1,"Rajamani, Divakar","Dode, Shrutik G",,,,
OPRE,7309,001,,11,,,,,,,,,,,,1,,,0,"Katok, Elena M",,,,,
OPRE,7351,001,,,,,,,,,,,,,,19,,,0,"Sethi, Suresh",,,,,
PA,3310,501,1,,1,2,3,3,,,,,1,,,,,,0,"Rabbi, Md. Fazle",,,,,
PA,3333,0W1,11,12,9,1,,2,,,,,,,1,,4,,0,"Zvobgo, Varaidzo",,,,,
PA,3378,001,,6,4,1,,,,,,,,,,,3,,0,"Gorina, Evgenia","Hoang, Thanh T",,,,
PA,3379,001,7,3,2,1,,,,,,,,,,,,,0,"Upoma, Shahrin S",,,,,
PA,3380,0W1,10,13,8,2,3,1,2,1,,,,,,,2,,1,"McCaskill, John R",,,,,
PA,4345,001,3,11,10,6,,2,1,,,,,,,,,,1,"Al-Fayez, Diana F",,,,,
PA,4350,501,,28,4,2,1,,,,,,,,,,,,0,"McCaskill, John R",,,,,
PA,4390,001,,5,1,3,4,,,,,,,,,,1,,0,"Kiel, Lowell D",,,,,
PA,6311,0W1,,15,,2,1,,,,,,,,,,,,0,"Sabharwal, Meghna","Hoang, Thanh T",,,,
PA,6313,0W1,,31,,,,,,,,,,,,1,,,1,"Benavides, Teodoro J",,,,,
PA,6315,501,,28,4,,,,,,,,,,,4,,,0,"Harrington, James",,,,,
PA,6320,0W1,,21,,1,,1,,,,,,,,,,,2,"Sabharwal, Meghna","Hoang, Thanh T",,,,
PA,6326,001,,6,8,,,,,,,,,,,,,,0,"Kiel, Lowell D",,,,,
PA,6345,501,,11,2,,1,1,,,,,,,,1,,,2,"Goodman, Doug",,,,,
PA,6374,501,,6,4,1,,,,,,,,,,2,,,1,"Gorina, Evgenia",,,,,
PA,6382,001,,11,,,2,,,,,,,,,2,,,3,"Packard, Christopher J",,,,,
PA,6399,501,,8,,,,,,,,,,,,2,,,0,"Goodman, Doug",,,,,
PA,7314,501,,9,1,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,
PA,7350,501,,10,,,,,,,,,,,,,,,0,"Battaglio, Randy P",,,,,
PHIL,1301,001,,4,11,7,7,14,4,,1,2,1,1,4,,18,8,7,"Hasler, Carl","Walker, Emily M",,,,
PHIL,1301,002,,5,8,2,18,12,5,3,3,,2,,5,,14,5,7,"Hasler, Carl","Bensinger, Justin F",,,,
PHIL,1301,003,4,116,,6,39,,3,15,,3,4,,22,,18,28,11,"Amato, Lawrence A",,,,,
PHIL,1301,004,1,47,,3,10,,,5,,,1,,1,,12,7,2,"Amato, Lawrence A","Leon Dubon, Saul V",,,,
PHIL,2316,501,,22,,2,1,,,2,,1,,,,,3,4,2,"Amato, Lawrence A","Fields, Kollin E",,,,
PHIL,3309,501,10,16,,1,9,,,1,,,,,1,,6,3,0,"Amato, Lawrence A",,,,,
PHIL,4321,501,2,9,2,3,4,1,,1,2,,,,4,,9,1,1,"Brown, Matthew",,,,,
PHIL,4326,001,,17,3,2,3,1,1,1,,,,,3,,5,2,1,"Davies, Katherine",,,,,
PHIL,4331,001,,8,3,2,4,2,2,1,,,,,1,,4,2,0,"Bambach, Charles",,,,,
PHYS,1301,001,15,66,14,25,12,7,5,1,,,1,,1,,18,,5,"Khan, Amena","Liu, Xiaoyuan",,,,
PHYS,1301,002,22,36,14,23,5,10,3,7,1,3,,,2,,10,1,7,"Khan, Amena","Romero, Angel E","Liu, Xiaoyuan",,,
PHYS,1302,001,53,27,24,5,14,11,1,3,2,,1,,1,,17,2,3,"Saleh, Lamya",,,,,
PHYS,1302,002,60,15,28,8,9,9,4,1,1,,,2,1,,9,3,4,"Saleh, Lamya","Waczak, John",,,,
PHYS,2125,101,4,22,,1,,,,,,,,,2,,1,,0,"Sun, Kuei","Khan, Amena","Majumder, Sharmin",,,
PHYS,2125,102,3,19,1,1,1,,1,,1,,,,,,1,,1,"Sun, Kuei","Khan, Amena","Blangy, Corinne L",,,
PHYS,2125,103,3,25,1,,1,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Talebi, Shawhin",,,
PHYS,2125,104,4,22,,,,,,,,,,,,,2,,1,"Sun, Kuei","Khan, Amena","Mishra, Aditya K",,,
PHYS,2125,105,5,21,,,1,,,,,,1,,,,2,,0,"Sun, Kuei","Khan, Amena","Fernando, Bharana A",,,
PHYS,2125,106,5,20,1,1,,,1,,,,,,,,,1,1,"Sun, Kuei","Khan, Amena","Ferguson, Sarah W",,,
PHYS,2125,107,3,26,1,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Ferguson, Sarah W",,,
PHYS,2125,108,5,24,,,,,,,,,,,,,1,,0,"Sun, Kuei","Khan, Amena","Du, Mengxin",,,
PHYS,2125,109,4,22,,1,,,1,,,,,,2,,,,0,"Sun, Kuei","Khan, Amena","Talebi, Shawhin",,,
PHYS,2125,110,4,23,3,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Fernando, Bharana A",,,
PHYS,2125,111,4,23,1,,,,,,,,,,1,,1,,0,"Sun, Kuei","Khan, Amena","Majumder, Sharmin",,,
PHYS,2125,112,3,19,3,2,,,,1,,,,,,,2,,0,"Sun, Kuei","Khan, Amena",,,,
PHYS,2125,113,5,21,1,,,,,,,,,,2,,1,,0,"Sun, Kuei","Khan, Amena","Kondusamy, Aswin Lakshmi Narayanan",,,
PHYS,2125,114,5,23,2,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Yeleswaram, Harichandana",,,
PHYS,2125,115,4,23,,,,,1,,,,,,,,1,,1,"Sun, Kuei","Khan, Amena","Panthi, Hari P",,,
PHYS,2125,116,9,19,1,,,,,,,,,,,,1,,0,"Sun, Kuei","Khan, Amena","Rahmanian Koshkaki, Saeed",,,
PHYS,2125,117,4,25,1,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Azhiri, Reza B",,,
PHYS,2125,118,3,26,,1,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Kondusamy, Aswin Lakshmi Narayanan",,,
PHYS,2125,119,3,23,,,1,1,,,,,,,,,1,,0,"Sun, Kuei","Khan, Amena","Yeleswaram, Harichandana",,,
PHYS,2125,120,3,23,,,,,,,,,,,1,,3,,0,"Sun, Kuei","Khan, Amena","Kucuk, Abdullah",,,
PHYS,2125,121,4,19,2,1,1,,,,,,,,,,2,,1,"Sun, Kuei","Khan, Amena","Piper, Robert T",,,
PHYS,2125,122,4,23,2,,,,,,,,,,,,1,,0,"Sun, Kuei","Khan, Amena",,,,
PHYS,2125,123,5,25,,,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Sharon Felix, .",,,
PHYS,2125,124,3,19,3,3,,,,,,,,,,,2,,0,"Sun, Kuei","Khan, Amena","Piper, Robert T",,,
PHYS,2125,125,5,19,1,,1,1,,,,,,,,,3,,0,"Sun, Kuei","Khan, Amena","Bangar, Esha",,,
PHYS,2125,126,3,20,3,1,,,1,1,,,,,,,1,,0,"Sun, Kuei","Khan, Amena","Iqbal, Mazhar",,,
PHYS,2125,127,6,20,,,,,,,,,,,,,2,1,1,"Sun, Kuei","Khan, Amena","Rahmanian Koshkaki, Saeed",,,
PHYS,2125,128,5,21,,1,,,1,,,,,,,,2,,0,"Sun, Kuei","Khan, Amena","Mishra, Aditya K",,,
PHYS,2125,129,4,23,,,,1,,,,,,,,,2,,0,"Sun, Kuei","Khan, Amena","Agashe, Anish N",,,
PHYS,2125,130,2,24,,,,,1,,,,,,,,2,,1,"Sun, Kuei","Khan, Amena","Blangy, Corinne L",,,
PHYS,2125,131,4,19,,,,,,,,,,1,,,1,3,2,"Sun, Kuei","Khan, Amena","Zanders, Alan P",,,
PHYS,2125,132,4,23,,,,,2,,,,1,,,,,,0,"Sun, Kuei","Khan, Amena","Hathurusinghe Dewage, Prabuddha Madusanka",,,
PHYS,2125,133,3,18,2,,1,,,,1,,,,,,4,,0,"Sun, Kuei","Khan, Amena","Zanders, Alan P",,,
PHYS,2125,134,3,20,1,1,,1,1,,,,,,,,2,,1,"Sun, Kuei","Khan, Amena","Hathurusinghe Dewage, Prabuddha Madusanka",,,
PHYS,2125,135,3,20,,2,,,1,,,,2,1,,,,,1,"Khan, Amena","Sun, Kuei","Wettasinghe, Ashan P",,,
PHYS,2125,136,3,16,2,,,,,1,1,,,,,,4,,1,"Khan, Amena","Sun, Kuei","Dhale, Nikhil Uday",,,
PHYS,2125,601,5,23,1,1,,,,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Sharon Felix, .",,,
PHYS,2125,602,4,23,,,,,,,,,,,,,1,,2,"Sun, Kuei","Khan, Amena","Kamalakannan, Rajashree",,,
PHYS,2125,603,4,22,,,,,,,,,,,1,,2,1,0,"Sun, Kuei","Khan, Amena","Du, Mengxin",,,
PHYS,2125,604,5,21,,,1,1,,1,,,,,,,1,,0,"Sun, Kuei","Khan, Amena","Kamalakannan, Rajashree",,,
PHYS,2125,605,4,23,1,,1,,,,,1,,,,,,,0,"Sun, Kuei","Khan, Amena","Panthi, Hari P",,,
PHYS,2125,606,4,21,,2,,,,,,,,,,,2,,1,"Sun, Kuei","Khan, Amena","Azhiri, Reza B",,,
PHYS,2125,607,4,22,,,,,1,,,,,,,,3,,0,"Sun, Kuei","Khan, Amena","Agashe, Anish N",,,
PHYS,2125,608,5,22,1,,1,,1,,,,,,,,,,0,"Sun, Kuei","Khan, Amena","Bangar, Esha",,,
PHYS,2125,609,3,21,,,,,,2,,,,,,,2,1,0,"Sun, Kuei","Khan, Amena","Kucuk, Abdullah",,,
PHYS,2125,610,3,14,3,1,1,1,,,,,,,,,3,2,1,"Sun, Kuei","Khan, Amena","Iqbal, Mazhar",,,
PHYS,2125,611,3,16,,3,,1,1,,,,,,1,,1,2,1,"Khan, Amena","Sun, Kuei","Wettasinghe, Ashan P",,,
PHYS,2125,612,3,15,1,1,1,,1,,,1,,,1,,2,2,1,"Khan, Amena","Sun, Kuei","Dhale, Nikhil Uday",,,
PHYS,2126,101,16,5,2,1,,1,1,,,,,,,,3,1,0,"Macalevey, Paul J","Saleh, Lamya","Espinoza, Salvador",,,
PHYS,2126,102,21,4,1,2,1,,,,,,,,,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Dey, Soumyajit",,,
PHYS,2126,103,18,7,1,1,1,,,,,,,,,,2,,0,"Macalevey, Paul J","Saleh, Lamya","Larsen, Cody",,,
PHYS,2126,104,19,6,,1,,,1,,,,,,2,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Modumudi, Sai Madhav",,,
PHYS,2126,105,25,2,,1,,,,,,,,,,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Fox, Logan K",,,
PHYS,2126,106,23,5,1,,,,,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Phillips, Madelyn F",,,
PHYS,2126,107,18,11,1,,,,,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Espinoza, Salvador",,,
PHYS,2126,108,25,1,,1,,,,,,,,,,,3,,0,"Macalevey, Paul J","Saleh, Lamya",,,,
PHYS,2126,109,9,9,5,,1,1,,,,,1,,,,3,,1,"Macalevey, Paul J","Saleh, Lamya","Fluckey, Stephen P",,,
PHYS,2126,110,24,3,,,,,,,,,,,,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Modumudi, Sai Madhav",,,
PHYS,2126,111,12,10,1,,,,1,,,,,,,,5,,0,"Macalevey, Paul J","Saleh, Lamya","Pan, Rui",,,
PHYS,2126,112,12,11,2,,,,,,,,,,,,3,,2,"Macalevey, Paul J","Saleh, Lamya","Pan, Rui",,,
PHYS,2126,113,21,1,1,1,,,,,,,,,1,,3,,1,"Macalevey, Paul J","Saleh, Lamya","Anable, Daniel",,,
PHYS,2126,114,27,2,,,,,,,,,,,,,,,1,"Macalevey, Paul J","Saleh, Lamya","Chinthak Murali, .",,,
PHYS,2126,115,18,11,,,,,,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Schussler, Joshua A",,,
PHYS,2126,116,24,1,1,,,,,,,,,,,,2,,1,"Macalevey, Paul J","Saleh, Lamya","Chinthak Murali, .",,,
PHYS,2126,117,19,7,1,1,1,,,,,,,,,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Marder, Andrew A",,,
PHYS,2126,118,14,8,2,2,,,,,,,,,,,2,,2,"Macalevey, Paul J","Saleh, Lamya","Schussler, Joshua A",,,
PHYS,2126,119,20,3,2,,,,1,,,,,,,,2,1,0,"Macalevey, Paul J","Saleh, Lamya","Koirala, Pawan",,,
PHYS,2126,120,21,3,2,1,2,,,,,,,,,,1,,0,"Macalevey, Paul J","Saleh, Lamya","Fluckey, Stephen P",,,
PHYS,2126,601,14,7,3,,,,,,,,1,,2,,2,,1,"Macalevey, Paul J","Saleh, Lamya","Phillips, Madelyn F",,,
PHYS,2126,602,23,2,,1,,,,,,,,,,,3,,1,"Macalevey, Paul J","Saleh, Lamya","Anable, Daniel","Dey, Soumyajit",,
PHYS,2126,603,20,2,,,,1,,,,,,,,,4,,3,"Macalevey, Paul J","Saleh, Lamya","Dey, Soumyajit",,,
PHYS,2126,604,17,8,1,1,1,,,,,1,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Larsen, Cody",,,
PHYS,2126,605,21,3,1,,,1,,,,,,,,,1,,2,"Macalevey, Paul J","Saleh, Lamya","Fox, Logan K",,,
PHYS,2303,001,1,3,1,1,,1,5,,,,1,,2,,4,,2,"Saleh, Lamya","Waczak, John",,,,
PHYS,2325,001,12,43,42,35,17,15,11,6,,,4,,5,,45,8,4,"Kolodrubetz, Michael","Javed, Umar",,,,
PHYS,2325,002,36,24,19,21,11,11,11,11,,9,5,9,4,,54,14,8,"Shi, Xiaoyan","Zhang, Xurui",,,,
PHYS,2325,003,90,96,12,6,15,8,2,,,,,,,,16,1,2,"Slinker, Jason D","McMullen, Reema",,,,
PHYS,2325,004,37,18,10,5,11,5,3,3,1,,1,,,,42,6,1,"Zakhidov, Anvar A","Cherepanov, Stanislav M",,,,
PHYS,2325,005,14,26,15,11,16,5,2,3,2,2,,,3,,41,6,0,"Chen, Lunjin","Cherepanov, Stanislav M",,,,
PHYS,2325,501,17,14,13,10,7,7,7,5,7,3,2,1,3,,25,11,5,"Penev, Kaloyan","Romero, Angel E",,,,
PHYS,2326,001,,40,1,5,6,4,3,7,6,,1,,5,,41,23,4,"Da Silveira Rodrigues, Fabiano","Ali, Saif",,,,
PHYS,2326,002,4,53,14,23,9,7,,1,,,,,,,19,,0,"Lumata, Lloyd",,,,,
PHYS,2326,501,,94,,,28,,,13,,,,,6,,47,1,9,"Glosser, Robert",,,,,
PHYS,2421,HN1,3,2,2,2,2,,,1,,,,,,,2,,1,"Izen, Joseph",,,,,
PHYS,3312,001,3,2,3,1,2,1,2,2,2,,,,4,,10,,0,"Kesden, Michael H","Stoikos, Evangelos",,,,
PHYS,3411,001,3,6,9,4,6,,1,,,2,,,1,,3,1,1,"Macalevey, Paul J","Solanki, Rahulkumar","Stoikos, Evangelos",,,
PHYS,3427,001,,27,,,7,,,,,,,,1,,4,1,2,"Velten, Josef A","Dey, Akash N",,,,
PHYS,4302,001,1,4,2,5,3,2,1,1,2,2,,,,,4,,0,"Gartstein, Yuri","Zhou, Xiaohe",,,,
PHYS,4311,001,5,7,7,4,2,3,3,1,1,1,,,2,,4,1,1,"Lv, Bing","Zheng, Yangzi",,,,
PHYS,4328,001,,3,,,,1,1,2,,,5,,,,6,1,0,"Malko, Anton V","Marder, Andrew A",,,,
PHYS,4371,001,,14,,,,2,,,,,,,,,3,,0,"Glosser, Robert","Zheng, Peng Peng",,,,
PHYS,4392,001,4,15,,,1,,1,2,,,,,,,2,,0,"King, Lindsay J","Ali, Saif",,,,
PHYS,5302,501,,3,7,4,2,,,,,,,,,4,,,0,"Macalevey, Paul J","Solanki, Rahulkumar",,,,
PHYS,5313,001,,8,3,3,,,,,,,,,,,,,1,"Zhang, Fan","Cheung, Patrick K",,,,
PHYS,5320,001,,5,,,6,,,,,,,,,5,,,0,"Anderson, Phillip C",,,,,
PHYS,5336,001,,11,,,,,,,,,,,,1,,,1,"Lary, David J",,,,,
PHYS,5391,001,,6,3,1,3,,,,,,,,,3,,,0,"Ishak-Boushaki, Mustapha","Zhang, Yichao",,,,
PPOL,4396,001,9,32,10,4,1,,,,,,,,,,5,2,3,"Boots, Denise P","Saucedo De La Fuente, David",,,,
PPPE,6321,501,,6,6,6,,,,,,,,,,6,,,0,"Kim, Dohyeong",,,,,
PPPE,6347,001,,7,5,1,,,,,,,,,,,,,1,"Elliott, Euel W","Oketch, Christine E",,,,
PPPE,6370,001,,3,4,3,,,,1,,,,,,1,,,1,"Bunte, Jonas B",,,,,
PPPE,6392,001,,11,,,1,,,,,,,,,1,,,0,"Palao Mendizabal, Agustin",,,,,
PSCI,3301,001,2,13,15,5,4,5,2,,1,,,,2,,10,3,2,"Lowe, Evan","Shi, Min",,,,
PSCI,3301,HN1,1,11,4,2,,,,,,,,,,,2,,0,"Harpham, Edward",,,,,
PSCI,3310,501,3,7,13,8,2,1,,,,,,,,,1,,0,"Rabbi, Md. Fazle",,,,,
PSCI,3322,001,,34,10,12,4,10,4,4,3,,3,,1,,27,8,9,"Miller, Banks","Parker, Misty D",,,,
PSCI,3322,HN1,4,13,5,1,,,,,,,,,,,2,,1,"Dow, Douglas C",,,,,
PSCI,3333,001,10,13,5,14,10,9,,,,1,,1,2,,5,1,1,"Stewart, Marianne","Hoffman, Blake M",,,,
PSCI,3362,001,1,5,4,3,5,1,1,,,1,,,1,,4,,1,"Brunell, Thomas",,,,,
PSCI,4303,001,11,7,6,2,1,,,,,1,,,1,,10,,1,"Das, Soham",,,,,
PSCI,4304,001,,8,2,5,5,4,1,2,1,,,,1,,12,2,2,"Lowry, Robert C","Latiolais, Jasmine R",,,,
PSCI,4307,001,,5,2,1,,1,,1,,,,,1,,,2,2,"Brandt, Patrick","Cavallo De Oliveira, Paulo Marcio",,,,
PSCI,4310,001,2,17,7,2,5,3,1,1,,,,,1,,8,1,4,"Gray, Thomas","Gutierrez Mannix, Carlos Daniel",,,,
PSCI,4316,001,6,9,10,3,2,3,,2,1,,,,,,4,,0,"Cordell, Rebecca","Maduforo, Kate E",,,,
PSCI,4343,001,1,9,9,4,5,4,,,2,,,1,,,,3,0,"Lux, Ryan J","Dzanie, Raphael K",,,,
PSCI,4356,001,5,14,,5,4,,,,,,1,,,,2,,2,"Stanaland, Leslie",,,,,
PSCI,4359,001,1,13,10,10,5,5,2,3,,,2,,,,20,4,1,"D'Orazio, Vito","Si, Wen",,,,
PSCI,4363,001,,1,5,1,7,5,2,3,,,,,1,,17,,0,"Diehl, Paul","Medhi, Kashmiri",,,,
PSCI,4364,001,25,8,5,2,,,,1,,,,,1,,1,1,0,"Modjarrad, Shahin S",,,,,
PSCI,4370,HN1,,46,1,1,,,,,,,,,,,,,0,"Chin, Michelle L","Harpham, Edward",,,,
PSCI,4372,HN1,,48,,,,,,,,,,,,,,,0,"Daly, John A","Chin, Michelle L",,,,
PSCI,4373,HN1,,48,,,,,,,,,,,,,,,0,"Swerdlow, Joel L","Chin, Michelle L",,,,
PSCI,4396,HN1,7,11,,,,,,,,,,,,,,,0,"Roetzel, Natalie J",,,,,
PSCI,4V66,501,11,6,,,,,,,,,,,,,,,0,"Seagroves, Tony A",,,,,
PSCI,4V67,HN1,12,,,,,,,,,,,,,,,,0,"Kirby, Barbara E",,,,,
PSCI,6321,001,,2,3,1,,1,,,,,,,,3,,,1,"Stewart, Marianne","Hoffman, Blake M",,,,
PSY,2301,001,,54,13,8,11,10,3,5,,1,,1,2,,16,1,5,"Sasson, Noah J","Williams, Denise D",,,,
PSY,2301,002,34,22,25,6,16,8,2,4,2,1,1,,1,,6,2,0,"Brody, Salena M","Helfers, Samantha",,,,
PSY,2301,004,21,20,31,11,5,18,6,4,1,1,,,1,,4,5,1,"Brody, Salena M","Helfers, Samantha",,,,
PSY,2301,005,,50,19,10,13,5,3,,,1,2,,2,,19,4,1,"Sasson, Noah J","Rakic, Jelena",,,,
PSY,2301,HN1,13,11,,,,,,,,,,,,,1,,0,"Gentsch, Joanna K",,,,,
PSY,2301,HN2,12,7,4,1,,,,,,,,,,,1,,1,"Devdas, Neetha R",,,,,
PSY,2314,001,1,27,20,8,5,8,4,2,1,,3,,1,,17,5,3,"Santrock, John W","Wilder, Siri",,,,
PSY,2317,001,,9,6,6,2,1,3,1,1,2,1,,2,,13,7,6,"Juhn, Nancy H","Carson, Kevin J","Zhang, Ziwei",,,
PSY,2317,002,,13,1,4,10,2,2,1,1,,1,3,3,,17,8,6,"Juhn, Nancy H","Zhang, Ziwei","Carson, Kevin J",,,
PSY,2317,003,25,17,10,4,3,4,2,2,,,,,,,2,,0,"Schwark, Gayle","Malaiya, Ritesh K",,,,
PSY,3100,501,10,3,1,,,,,,,,,,,,,,0,"Choate, Michael J",,,,,
PSY,3310,001,,45,27,13,20,9,8,4,1,,,,,,10,1,4,"Nelson Taylor, Jackie A","Hafiz, Mariam","Ralph, Yvonne K",,,
PSY,3310,002,,28,17,14,12,4,7,2,1,,,,2,,11,3,8,"Nelson Taylor, Jackie A","Ralph, Yvonne K","Hafiz, Mariam",,,
PSY,3310,501,,60,9,10,1,,,1,,,,,2,,2,,1,"Bonner, Deborah L",,,,,
PSY,3322,001,,28,,,6,,,,,,,,,,2,,0,"Small, Trillion N",,,,,
PSY,3324,001,,5,5,3,,1,,,1,,,,1,,9,4,1,"Prager, Karen",,,,,
PSY,3331,001,2,10,7,8,11,4,,5,1,,,1,2,,11,3,2,"Kane, Heidi S","Zhu, Yiyi",,,,
PSY,3331,501,,64,17,13,13,5,1,2,2,1,,,,,2,4,3,"Huxtable-Jester, Karen J","Redig, Samantha L",,,,
PSY,3332,501,4,17,4,4,2,2,,,,,,,,,1,,1,"Baerwaldt, Natalie R","Hughes, Kaiya",,,,
PSY,3338,001,4,15,8,4,2,,,,1,,,,,,2,,1,"Santrock, John W","Wilder, Siri",,,,
PSY,3339,001,,26,12,7,13,4,2,5,2,1,,,4,,8,2,0,"Huxtable-Jester, Karen J",,,,,
PSY,3342,501,10,2,11,6,2,3,1,,1,,,,,,,1,0,"Barfoot, John W","Peskova, Olga",,,,
PSY,3355,001,,9,2,,1,1,,1,,,,,,,6,1,3,"Grohman, Magdalena G",,,,,
PSY,3360,001,9,9,10,12,13,7,5,5,2,,,,2,,41,3,6,"Assmann, Peter","Pattisapu, Candice N",,,,
PSY,3361,001,3,9,6,4,5,3,3,,1,1,,,,,5,1,2,"Seaman, Kendra L","Lung, Tzu-Chen",,,,
PSY,3361,501,51,38,,4,19,,,,,,,,,,2,,1,"Roark, Dana A","Han, Liang",,,,
PSY,3362,001,1,21,3,2,9,1,1,7,,,2,,2,,7,4,1,"Mills, Candice M","Gryder, Kieth",,,,
PSY,3392,001,13,17,15,7,12,7,3,1,2,,2,,,,10,1,5,"Grant, Meridith G","Moraglia, Luke E",,,,
PSY,3392,002,8,18,8,6,6,5,3,5,,1,,,1,,8,2,2,"Grant, Meridith G","Taylor, Mackenzie B",,,,
PSY,3392,003,8,18,2,7,1,,2,2,,,,1,,,3,,1,"Schwark, Gayle","Batchalli Maruthy, Gayathri",,,,
PSY,3392,501,6,7,2,2,1,2,4,,,,,,2,,1,,0,"Raman, Rachna","Alghamdi, Saad A",,,,
PSY,3393,001,,10,,,4,1,2,,,,,,,,3,3,0,"Dowling, Walter J",,,,,
PSY,3393,002,13,5,1,1,,,,,,,,,,,2,,0,"Schwark, Gayle","Holmes, Melanie C",,,,
PSY,3393,003,,13,3,2,2,,,,,,,,,,1,,0,"Ybarra, Regina K","Sudheesh, Athul",,,,
PSY,3393,004,,9,3,4,3,1,1,1,,,,1,,,1,,0,"Ybarra, Regina K","Winter-Nelson, Ezra",,,,
PSY,3393,005,10,6,2,2,,,,,,,,,,,1,,0,"Schwark, Gayle","Mizener, Brendon J",,,,
PSY,3393,501,8,6,2,1,,,1,,,,,,,,,,0,"Shirvani, Forouz","Gunal, Mehmet",,,,
PSY,3393,502,,20,2,,,,,,,,,,,,1,,0,"Tillman, Gail D","Agres, Phillip F",,,,
PSY,4323,001,2,8,4,2,3,2,1,4,1,1,,,,,7,,0,"Park, Jiyoung",,,,,
PSY,4324,001,7,9,4,2,,1,1,,,,,,,,4,,2,"Brody, Salena M",,,,,
PSY,4325,001,2,33,,4,1,,,,,,,,,,,,0,"Cook, Jill B",,,,,
PSY,4331,001,4,21,17,6,8,2,4,,1,,,,,,4,1,2,"Prager, Karen",,,,,
PSY,4343,001,,36,11,4,4,3,3,4,,,,,1,,4,1,0,"Ybarra, Regina K","Wu, Sining",,,,
PSY,4343,002,,118,24,9,9,2,4,1,,1,,,,,6,1,2,"Ybarra, Regina K","Adelson, Megan J",,,,
PSY,4343,501,,47,12,5,4,1,,,1,,,,,,1,,0,"Powers, Mark B",,,,,
