Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,"Total W",Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
MATH,2418,501,13,7,1,6,11,2,8,2,3,1,1,2,2,1,"Dahal, Rabin",,,,,
PHIL,2316,001,2,9,17,11,6,3,,,2,,,,8,3,"Dennis, Patrick W",,,,,
CLDP,3310,001,,47,,,10,1,,2,,,,1,,0,"Touchstone, Emily W","Poudel, Sonali",,,,
NSC,4362,001,6,12,6,6,5,1,3,4,3,,4,,6,5,"Ploski, Jonathan E",,,,,
CS,2305,504,7,14,4,5,5,5,5,7,2,,3,,4,0,"Soncodi, Adrian C",,,,,
CS,2337,501,30,10,1,2,3,,,4,,1,3,,6,1,"Sims, David",,,,,
CS,3354,001,2,27,9,5,12,5,,1,,,,,,0,"Cankaya, Ebru C","Li, Xiao",,,,
OPRE,3333,003,4,11,7,4,4,3,7,3,2,,3,5,2,6,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,
CLDP,3303,001,4,13,,7,17,,5,4,,3,5,,3,1,"Maguire, Mandy","Moustafa, Rana",,,,
CS,3340,002,,27,,,21,,,7,,,4,,3,0,"Goodrum, Richard A",,,,,
CS,4337,003,1,4,3,2,7,12,10,9,4,1,4,,2,3,"Salazar, Elmer E","Spence, Jackie C",,,,
CS,4341,501,20,7,8,8,6,3,,3,,,4,,2,1,"Becker, Eric W",,,,,
CS,4347,502,17,25,15,5,,,,,,,,,,0,"Culver, Timothy L","Sahoo, Pracheta",,,,
CS,6363,002,,11,30,7,6,4,2,1,,,,,1,0,"Chandrasekaran, Ramaswamy","De, Partha",,,,
ACCT,2301,001,9,7,4,9,3,6,8,7,1,2,3,3,,0,"Chu, Yu Fang",,,,,
ACCT,2301,007,5,1,13,4,11,6,4,6,1,2,2,,4,3,"Sandhu, Gurvinder",,,,,
ACCT,2301,008,3,8,6,4,7,7,10,5,1,2,1,,3,5,"Markov, Stanimir","Ajayi, Olamiposi O",,,,
CE,1202,001,9,5,2,10,6,4,3,4,2,5,1,3,6,2,"Cogan, Diana L",,,,,
ACCT,2301,501,12,3,3,4,5,6,2,4,2,2,8,,8,3,"Tatiparti, Venu Madhav",,,,,
CS,4347,501,13,19,5,4,11,4,4,,,,,,2,1,"Khan, Ziaullah","Yu, Xinyue",,,,
CS,6320,501,,5,24,15,18,1,,,,,,,,0,"Balakrishna, Mithun","Desai, Takshak","Hosseini, Seyyed Mohammadsaleh",,,
CS,6375,501,,15,11,12,12,,,12,,,,,1,0,"Nagar, Anurag","Kaur, Navdeep",,,,
EE,4310,001,,19,2,4,12,2,2,11,7,,,,3,1,"Skinner, Neal G","Pu, Shi","Noor Shoudha, Shamman",,,
EPCS,2200,001,,38,5,6,13,1,,,,,,,,0,"Bennett, Terrell R",,,,,
ACCT,2301,002,6,4,4,5,7,5,2,7,,5,5,3,9,1,"Zhou, Yibin","Ajayi, Olamiposi O",,,,
ACCT,2301,003,6,6,6,8,7,7,6,6,6,1,,,2,2,"Gencer, Nur Pinar",,,,,
ACCT,2301,004,9,7,5,11,6,4,4,11,,,1,4,,1,"Li, Chenchen",,,,,
ACCT,2301,005,11,4,8,7,5,11,5,3,3,3,,3,,0,"Files, Rebecca L","Wilson, Ravin M",,,,
ACCT,2301,006,9,3,6,8,4,4,8,7,5,4,,2,2,1,"Files, Rebecca L","Wilson, Ravin M",,,,
ACCT,2301,009,2,5,10,6,5,10,6,11,,1,,,5,2,"Markov, Stanimir","Ajayi, Olamiposi O",,,,
ACCT,6333,PP1,,31,3,,25,,,4,,,,,,0,"Zolton, Kathy","Gu, Dongdi",,,,
ITSS,4353,001,7,,4,15,16,14,2,2,1,,1,,,1,"Singla, Pardeep Kumar","Mehta, Utsav K",,,,
OPRE,3333,001,6,9,6,7,5,6,6,4,2,4,3,2,3,0,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,
MATH,4301,001,5,15,7,4,3,2,8,1,4,,1,6,6,1,"Dabkowski, Mieczyslaw K","Gelir, Fatih",,,,
PSCI,4320,001,18,11,12,3,5,,,1,,1,1,,5,5,"Santoro, Lauren A","Dzanie, Raphael K",,,,
SPAU,3344,001,4,14,1,7,9,9,3,9,3,,1,1,2,0,"Powers, Katharine A","Eppes, Anna A",,,,
NSC,4359,501,10,42,,,9,,,1,,,1,,1,0,"Rypma, Bart P","Himes, Lyndahl M",,,,
CS,2305,005,4,6,10,3,5,9,2,13,1,,1,,6,4,"Chitturi, Bhadrachalam",,,,,
CS,2336,501,8,23,12,5,6,,5,2,,,,,2,1,"Khan, Ziaullah",,,,,
CS,5333,501,,15,18,14,7,5,,4,,,,,,1,"Chin, Wei-Pang",,,,,
CS,6301,502,,21,9,10,13,7,3,1,,,,,,0,"Redfern, Arthur","Mohammadpour, Somayeh","Zhao, Chen",,,
ECS,1100,016,,48,2,6,2,1,3,,,,,,1,1,"Flores, Khaila",,,,,
SE,4351,001,6,6,6,4,4,5,7,11,6,8,,,1,0,"Chung, Lawrence","Ahn, Sung Soo",,,,
CS,1136,601,30,7,6,3,5,2,4,,,,,,6,2,"Vogel, Don G",,,,,
CS,4337,501,22,9,6,6,7,4,4,1,1,,2,,3,0,"Karami, Gity","Ou, Yuzhe",,,,
CS,4384,503,14,1,3,7,5,3,7,4,2,3,4,2,10,0,"Arnold, Gordon L","Chowdhury, Al Mehdi Saadat",,,,
EE,1100,001,1,13,5,4,16,8,4,5,1,,3,,4,1,"Florence, James M","Taherkhani, Nima","Wang, Haokun","Pawaskar, Vaibhav Uttam","Salimath, Vibhav Kumarswami","Lin, Dayang"
ACCT,6374,PPA,,15,19,22,9,,,,,,,,,0,"Mauriello, Joseph A",,,,,
OPRE,3310,008,4,8,3,10,8,9,5,9,2,2,1,1,3,0,"Subramoniam, Ramesh","Pandita, Binny",,,,
OPRE,3333,002,10,15,10,5,8,7,3,4,,,,1,1,1,"Oguzman, Neslihan","Birajdar, Namrata O",,,,
OPRE,3333,005,5,9,10,2,8,3,6,3,8,1,1,2,3,4,"Enayaty Ahangar, Negin","Epari, Sameera",,,,
MATH,2420,001,2,2,3,5,12,10,4,7,8,,4,,3,5,"Turi, Janos",,,,,
FILM,2332,502,5,6,3,5,10,5,7,7,5,1,3,,5,3,"Dillard, Clayton",,,,,
HLTH,3310,001,6,18,5,7,6,6,2,1,1,1,,1,,3,"Duquaine-Watson, Jill M",,,,,
CS,1337,002,10,8,,3,3,3,,,2,1,1,1,12,21,"Smith, Jason W",,,,,
FILM,1303,001,,35,14,8,1,3,,1,,,1,,2,1,"Biswas, Madhavi",,,,,
COMD,6320,001,,65,,1,,,,,,,,,,0,"Aldridge, Michelle A","Kenedi, Helen",,,,
BMEN,4310,002,6,12,24,17,5,,1,,,,,,,1,"Ren, Yao","Kang, Taek",,,,
CS,2305,001,6,10,6,3,11,5,4,7,3,1,4,3,2,1,"Feng, Ranran",,,,,
CS,2336,006,40,6,4,1,4,2,1,,1,,,1,5,1,"Nouroz Borazjany, Mehra",,,,,
CS,4337,503,20,4,4,8,4,7,3,1,4,,6,,4,1,"Karami, Gity","Chung, Yu-Yen",,,,
CS,4347,001,9,8,14,8,7,3,6,4,5,1,,,1,0,"Christiansen, Michael G","Mukherjee, Kunal","Chung, Yu-Yen",,,
CS,4393,001,6,21,15,4,3,6,3,2,3,,1,,1,1,"Nguyen, Nhut","Chen, Simin",,,,
ECS,1100,003,30,12,7,3,,2,1,,2,1,,2,6,0,"Edwards, Tanisha N",,,,,
ISNS,2359,002,3,8,15,12,12,7,,2,3,,,,1,3,"Griffin, William R",,,,,
BMEN,3320,001,8,10,5,11,11,4,,5,2,,,,9,2,"Ali, Tariq M","Ramasamy, Mohanraj","Sanjuan Bermudez, Angelica",,,
CS,2305,503,8,13,4,7,6,2,4,8,1,2,4,2,6,0,"Farage, Timothy P","Wang, Guanghua","Mathur, Meghna",,,
CS,2336,504,6,20,11,6,2,5,5,3,1,,2,,5,1,"Dollinger, Scott M",,,,,
CS,4348,501,3,4,6,8,7,7,8,6,8,3,2,1,3,1,"Ozbirn, Greg A","Kothawade, Suraj N",,,,
CS,4349,002,1,3,6,3,6,6,6,4,7,10,4,6,2,3,"Chitturi, Bhadrachalam","Wang, Chengen",,,,
CS,6375,003,,15,12,17,13,,,7,,,,,3,0,"Nagar, Anurag","Ashtiani, Omeed E",,,,
CRIM,3300,0W1,,14,14,5,15,8,4,2,2,,,,2,1,"Worrall, John L","Sanford, Stephanie M",,,,
CRIM,4396,0W1,27,18,8,4,2,2,1,1,,,,,4,0,"Polk, Elmer O",,,,,
AMS,2341,001,4,11,9,12,19,6,2,2,1,,,,1,0,"Naqvi, Syed K",,,,,
MATH,4334,001,5,12,6,3,9,9,4,7,4,,,3,3,2,"Garrett, Bentley T","Mankad, Het Y",,,,
BUAN,6320,501,,25,19,13,4,3,3,,,,,,,0,"Narayan, Ravishankar L","Jayaraman, Jayanth",,,,
PSY,2364,001,5,3,7,7,10,11,5,6,1,1,4,,4,4,"Assmann, Peter","Gunal, Mehmet",,,,
CS,1136,105,26,8,7,4,5,1,2,4,,,2,,9,0,"Vogel, Don G",,,,,
CS,1336,016,21,9,7,5,8,2,1,3,1,,2,,6,3,"Karami, Gity",,,,,
CS,4341,003,28,11,4,3,5,8,2,4,,1,1,,1,0,"DeGroot, Doug","Mousavi, Pooneh",,,,
CS,4365,501,1,10,11,7,6,14,1,3,5,,1,,5,4,"Ng, Yu Chung V","Ocampo Diaz, Gerardo",,,,
CS,4390,501,,14,4,10,5,5,3,6,3,6,2,7,1,2,"Cobb, Jorge","Dakle, Parag Pravin",,,,
CS,5333,001,,17,4,12,28,6,,1,,,,,,0,"Cobb, Jorge",,,,,
CS,6314,002,,48,9,8,3,,,,,,,,,0,"Yuruk, Nurcan","Wang, Haoliang",,,,
CS,6375,502,,20,10,13,12,7,,4,,,,,1,1,"Nagar, Anurag","Li, Jincheng",,,,
MECH,2310,002,2,20,5,5,9,7,5,5,1,1,4,1,2,1,"Thamban, P.L.Stephan","Gleason, Glenn H",,,,
MECH,3360,001,,24,,,16,,,16,,,3,,6,3,"Kumar, Golden","Jabed, Akib",,,,
CRIM,2313,0W1,,33,,,23,,,8,,,1,,2,1,"Taylor, Robert W","Sanders, Whitney S",,,,
CRIM,3319,001,44,12,5,,4,,,2,1,,,,,0,"Polk, Elmer O","Sanders, Whitney S",,,,
HLTH,3305,001,,22,27,13,4,1,1,,,,,,,0,"Taylor, Donald E",,,,,
OPRE,6301,008,,24,8,12,13,4,4,3,,,,,,0,"Brussolo, Monica E","Adlakha, Satyak",,,,
STAT,1342,001,20,8,9,7,10,7,,3,2,1,,,1,0,"Patwary, Mohammad S",,,,,
HUMA,1301,003,1,9,10,15,18,,8,1,,,1,,2,2,"Gu, Ming D",,,,,
CS,2336,503,12,14,2,6,11,1,3,4,,1,5,,5,4,"Sims, David",,,,,
PSY,3392,001,6,13,8,9,10,8,1,5,3,,,1,3,2,"Grant, Meridith G","Terry, Courtney",,,,
PSY,4346,002,4,19,,12,19,,5,6,,1,,1,1,1,"Reid, Jon K",,,,,
CS,2305,004,2,3,11,7,6,5,3,11,,6,1,5,5,4,"Chitturi, Bhadrachalam",,,,,
CS,3340,005,3,9,12,4,2,11,6,8,4,4,1,2,1,2,"Mazidi, Karen J",,,,,
CS,3377,0W3,6,29,14,5,6,,4,2,,,,,,3,"Kapoor, Bhanu",,,,,
CS,4332,501,45,3,8,5,3,3,1,,,,,,,1,"McMahan, Timothy","Wang, Ningna",,,,
CS,4389,001,3,10,9,4,19,9,5,7,1,,1,,,1,"Cankaya, Ebru C","Akbar, Khandakar Ashrafi",,,,
CS,6320,002,,35,21,6,3,3,1,,,,,,,0,"Ouyang, Jessica J","Liu, Ximeng",,,,
CS,6350,001,,23,20,23,2,,,,,,,,1,0,"Khan, Latifur R","Skorupa Parolin, Erick",,,,
MECH,2330,001,3,2,5,4,8,5,4,8,7,2,6,9,4,2,"Thamban, P.L.Stephan","Ganapathy, Karthik",,,,
CRIM,1307,0W1,1,33,8,4,10,1,1,6,1,1,3,,,0,"Kovandzic, Tomislav","Riddell, Jordan R","Sanil Mannumood, Merin",,,
CRIM,3323,0W1,,11,1,8,13,2,3,14,2,,8,,3,4,"Kovandzic, Tomislav","Riddell, Jordan R","Sanil Mannumood, Merin",,,
BUAN,6320,005,,19,21,12,12,2,1,,,,,,1,1,"Calisir, Engin","Kaamra, Sanchita",,,,
FIN,3340,501,21,22,20,5,,1,,,,,,,,0,"Molina, Stephen",,,,,
MATH,2420,003,6,5,10,8,4,11,7,6,3,,2,,6,1,"Balanov, Zalman","Shinglot, Vrushaly K","Zhang, Kan",,,
MECH,3350,501,2,12,9,12,13,,5,8,4,,,,2,1,"Park, Wooram","Park, Sungju","Zhang, Feng",,,
ACCT,6365,501,,11,11,20,12,7,3,5,,,,,,0,"Cheng, Samuel","Pardiwalla, Arish K",,,,
AHST,3316,001,6,13,14,10,13,3,5,,1,,1,,2,2,"Rosen, Mark S",,,,,
HIST,1301,006,13,29,1,8,9,,1,3,,,1,,5,0,"Pettengill, Ryan S",,,,,
CGS,2301,001,6,10,,9,16,3,6,6,3,,3,,7,1,"O'Toole, Alice J","Sudheesh, Athul",,,,
CS,1136,118,29,11,2,6,4,1,1,2,3,,4,,6,1,"Vogel, Don G",,,,,
CS,3305,002,3,15,11,2,27,7,,2,,,,,3,0,"Satpute, Meghana N",,,,,
CS,4341,001,16,16,7,7,7,3,,12,,,2,,,0,"Becker, Eric W","Chen, Tiantian",,,,
CS,4349,003,2,13,5,4,8,12,7,5,2,4,,,5,3,"Fox, Kyle J","Fang, Zhou",,,,
CS,5348,001,,21,15,14,6,12,,1,,,,,1,0,"Venkatesan, Subbarayan","Mukherjee, Kunal",,,,
MECH,3350,001,1,9,13,19,10,6,8,1,2,,,,1,0,"Park, Wooram","Park, Sungju","Zhang, Feng",,,
SE,4352,001,4,16,11,12,15,4,3,3,1,,1,,,0,"Kumar, Pushpa S","Tran, Trung Hieu",,,,
PSCI,3328,001,3,21,13,9,12,4,1,4,1,,1,,1,0,"D'Orazio, Vito","Shi, Min",,,,
SOC,4369,001,18,36,4,5,4,,,1,,,,,,2,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,
HLTH,3315,001,,8,11,8,13,21,4,3,1,,,,,1,"Byrnes, Kathleen A",,,,,
BUAN,6320,001,,22,29,12,3,,3,1,,,,,,0,"Narayan, Ravishankar L","Jayaraman, Jayanth",,,,
BUAN,6320,003,,26,22,16,1,2,,3,,,,,,0,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,
BUAN,6320,004,,32,15,16,7,,,,,,,,,0,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,
OPRE,3310,004,20,34,,8,4,,2,1,,1,,,,0,"Widdifield, David S","Zhang, Wen",,,,
OPRE,6301,005,,10,10,17,13,12,4,3,,,,,,1,"Leach, Sonia E","Prabhakaran, Athishta J",,,,
OPRE,6301,011,,23,20,10,4,4,1,4,,,,,3,1,"Toptal, Aysegul","Zhang, Minmin",,,,
MATH,3379,001,4,11,4,12,7,4,8,3,4,,9,,3,0,"Krawcewicz, Wieslaw Z",,,,,
CS,1136,108,30,9,5,3,3,1,,3,3,,5,,8,1,"Vogel, Don G",,,,,
CS,2336,502,7,49,4,3,5,1,,,,,,,2,0,"Khan, Ziaullah",,,,,
CS,6360,002,,16,14,30,7,4,,,,,,,,0,"Yuruk, Nurcan","Tian, Zijing",,,,
SE,3306,001,37,14,4,3,9,,,1,1,1,,,1,0,"Farage, Timothy P","Gangineni, Raviteja",,,,
CS,4349,001,4,5,4,3,19,6,9,7,5,2,3,1,2,1,"Cankaya, Ebru C","Enoch, Julian",,,,
CS,4352,0W1,24,24,9,7,2,3,,,,1,,,1,0,"Orrick, Erika D",,,,,
PSY,3392,003,4,22,13,8,8,1,3,2,3,4,,,2,2,"Schwark, Gayle","Turner, Monroe P",,,,
PSY,4331,001,2,11,15,6,18,5,,9,1,1,1,,2,1,"Poucher, Jesse W",,,,,
PSY,4343,501,,30,9,10,12,4,3,,,1,,1,1,1,"Powers, Mark B","Miranda, Giuseppe G",,,,
CS,1134,601,49,9,1,1,3,,1,1,1,,2,,2,2,"Doore, Karen L",,,,,
CS,1335,002,9,15,3,5,19,3,4,8,1,2,1,,1,1,"Doore, Karen L",,,,,
CS,1336,005,2,7,12,12,9,3,5,4,5,2,1,1,9,0,"Thompson, Laurie A",,,,,
CS,2337,003,9,23,5,5,7,3,,3,2,,2,,6,7,"Smith, Jason W",,,,,
CS,4375,001,3,30,11,10,15,1,,,,,,,,2,"Khan, Latifur R","Tao, Hemeng",,,,
CS,6350,002,,20,18,11,15,5,,2,,,,,,1,"Nagar, Anurag","Patel, Dhruvkumar R",,,,
MECH,3315,003,,7,13,18,17,11,2,1,2,,1,,,0,"Jin, Yaqing","Sitaula, Karuna","Yu, Haoliang",,,
OPRE,6301,010,,29,10,23,7,1,,2,,,,,,0,"Leach, Sonia E","Prabhakaran, Athishta J",,,,
MATH,2420,002,8,6,8,10,10,4,9,5,6,,,,4,2,"Paudel, Ajaya B",,,,,
MATH,2420,004,7,9,4,10,7,10,9,4,5,,1,,1,5,"Paudel, Ajaya B",,,,,
CS,5343,004,,35,9,10,12,2,1,1,,,,,1,1,"Gupta, Neeraj K",,,,,
CS,1136,116,36,6,2,1,2,4,4,5,1,,4,,7,1,"Vogel, Don G",,,,,
CS,6360,003,,23,15,19,11,3,,2,,,,,,0,"Yuruk, Nurcan","Ghosh, Smita","Guo, Jinghui",,,
CS,1325,001,9,7,11,1,5,8,4,4,1,2,1,,14,7,"Razo Razo, Miguel A",,,,,
CS,1336,008,1,12,4,6,12,2,6,6,4,2,2,3,13,1,"Thompson, Laurie A",,,,,
CS,3305,005,38,12,6,6,6,1,1,,,,,,1,3,"Uribe, Daniel M",,,,,
MECH,3315,002,12,7,3,8,10,5,7,4,7,,1,2,7,1,"Iungo, Giacomo Valerio","Puccioni, Matteo",,,,
SOC,4371,001,10,52,3,5,3,,,1,,,,,,0,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,
HLTH,3101,0W4,,65,,,5,,,1,,,2,,,1,"Sandon, Lona",,,,,
OPRE,6301,007,,29,6,18,7,3,4,2,,,,,,5,"Sethi, Awanti","Venugopal, Diya",,,,
OPRE,6301,012,,25,9,15,13,3,4,4,,,,,,1,"Brussolo, Monica E","Adlakha, Satyak",,,,
CS,1336,014,2,7,14,8,6,3,6,1,4,4,3,4,10,2,"Paulk, Mark C",,,,,
CS,1136,113,33,8,1,1,2,4,5,7,1,,4,,6,3,"Vogel, Don G",,,,,
CS,1136,114,34,5,2,4,2,4,2,4,3,,4,,9,2,"Vogel, Don G",,,,,
CS,1334,002,12,9,11,6,5,5,8,11,1,,,2,3,2,"Veerasamy, Jeyakesavan",,,,,
CS,1336,013,1,13,6,4,12,3,8,7,3,3,4,1,6,4,"Thompson, Laurie A",,,,,
CS,1336,502,30,5,15,1,2,3,3,,2,2,,4,6,2,"Srinivasan, Srimathi",,,,,
CS,1336,503,29,8,5,5,4,9,2,3,2,2,,2,3,1,"Srinivasan, Srimathi",,,,,
CS,2305,003,6,17,9,8,5,8,4,3,2,2,2,3,5,1,"Willson, James K",,,,,
CS,2305,502,3,10,11,13,7,3,8,9,,1,2,1,3,4,"Chitturi, Bhadrachalam",,,,,
CS,4384,501,35,17,3,6,5,2,3,,3,,1,,,0,"Farage, Timothy P","Wang, Guanghua",,,,
CS,5343,002,,20,13,9,23,4,2,2,,,,,,2,"Gupta, Neeraj K",,,,,
PSCI,3303,001,3,3,8,9,22,11,3,8,4,,,,3,1,"Gray, Thomas","Madan, Tushar",,,,
SOC,4385,001,12,36,3,5,12,,1,5,1,,,,,0,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,
HLTH,3101,0W3,,70,,,3,,,1,,,,,1,0,"Sandon, Lona",,,,,
OPRE,6301,002,,26,8,25,5,4,5,2,,,,,,0,"Sethi, Awanti","Venugopal, Diya",,,,
CHEM,2323,006,7,13,1,6,5,6,5,4,6,11,,,9,2,"Tran, Daniel N",,,,,
MATH,2415,003,2,16,13,7,12,4,1,8,3,,4,,4,1,"Li, Changsong",,,,,
STAT,2332,004,16,14,7,8,7,7,1,6,5,,2,2,,0,"Estacio-Hiroms, Kemelli","Uddin, Mohammad Afser",,,,
CS,2305,501,9,24,11,2,6,4,4,2,5,2,2,1,2,2,"Willson, James K",,,,,
MECH,2320,001,7,13,15,13,8,7,3,2,3,,1,,3,1,"Minary-Jolandan, Majid","Liu, Yingjian",,,,
PHIL,1301,003,2,20,10,12,7,1,3,7,3,1,3,,8,0,"Amato, Lawrence A","del Bosque, Isai",,,,
CS,5343,001,,46,22,6,,3,,,,,,,,0,"Ozbirn, Greg A",,,,,
STAT,3355,001,12,4,7,4,5,6,6,9,8,,2,3,5,6,"Li, Qiwei","Lutz, Kevin C","Abugri, Clement",,,
CS,2337,002,34,17,5,7,4,1,1,2,1,,,,5,1,"Vogel, Don G",,,,,
CS,6314,502,,10,31,24,11,2,,,,,,,,0,"Balakrishna, Mithun","Kaur, Navdeep","Guo, Junfeng",,,
PHYS,2325,003,17,10,6,4,7,6,2,5,6,5,3,1,4,2,"Khan, Amena",,,,,
CS,3305,003,2,14,9,9,11,15,5,3,8,,,,,0,"Davis, Chris I",,,,,
CLDP,3332,001,,26,15,6,15,6,6,1,,,,1,3,0,"Baerwaldt, Natalie R","Helfers, Samantha",,,,
CS,3305,501,5,30,6,6,7,7,1,3,4,3,1,2,1,3,"Willson, James K",,,,,
CS,4384,002,9,17,7,19,9,4,5,5,,,1,,1,2,"Malik, Hemant","Jin, Rong",,,,
CS,6344,001,,36,15,13,11,2,,1,,,,,1,0,"Schweitzer, Haim","He, Baokun","Wan, Guihong",,,
SPAU,4394,001,3,32,1,7,22,1,,10,2,,2,,,0,"Kaplan, Karen",,,,,
CS,2337,001,11,23,19,5,6,3,7,,1,,2,,3,0,"Dollinger, Scott M",,,,,
ECON,2302,003,3,4,9,3,17,8,5,17,1,,8,,4,1,"McElroy, Susan","Zhang, Licheng","Luo, Siyuan",,,
CS,2336,003,9,17,7,3,15,1,1,6,1,,,1,9,9,"Smith, Jason W",,,,,
CS,2305,002,5,15,22,8,3,8,2,4,4,1,,,8,1,"Pinheiro Goncalves Ju, Ronaldo",,,,,
EPPS,2301,001,2,3,2,6,7,9,14,11,6,5,3,2,6,6,"Hicks, Donald","Sanchez De La Rosa, Andres Ricardo",,,,
CHEM,1301,001,4,8,7,7,7,8,7,8,12,1,1,1,9,2,"Huang, Yu","Mortensen, Marie L",,,,
NATS,1311,001,11,10,6,8,12,8,11,8,3,,,,3,4,"Hairston, Marc R",,,,,
FILM,2332,501,3,13,14,10,4,12,4,9,6,4,1,,2,3,"Dillard, Clayton","Almroani, Nouf Mfdhi H",,,,
HIST,1301,003,1,4,8,2,17,5,7,10,7,3,2,2,9,8,"Schulze, Jeffrey","Dunham, Daniel C",,,,
ATCM,4319,001,4,15,21,10,13,7,3,2,5,,,1,3,1,"Veras de Souza, Christine","Enam, Victor J","Bagherzadeh, Elmira",,,
CRIM,1301,001,2,8,9,16,14,10,5,7,6,1,,2,3,2,"Cohen, Galia","Narvey, Chelsey",,,,
CS,2335,001,10,15,11,9,17,4,3,5,1,,1,2,5,2,"Doore, Karen L",,,,,
HIST,1302,501,16,25,,3,17,,2,7,,4,4,,6,2,"Folsom, Bradley N","Klimpel, Ellen J",,,,
HUMA,1301,004,17,16,27,3,4,6,3,,3,,2,,3,2,"Hunt, Shamim","Zawng, Ze",,,,
BLAW,2301,002,,18,2,17,19,6,5,1,4,1,,2,11,0,"Polze, Matthew M","Hoang, Quynh M",,,,
BLAW,2301,501,,13,10,5,9,13,5,15,8,,3,,3,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,
HIST,1301,009,1,6,5,8,18,12,8,8,4,,,1,12,4,"Johnson, Yvonne","Sampson, Eric",,,,
COMD,6308,001,,56,,,31,,,,,,,,,0,"Dollaghan, Christine","Boone, Melissa N",,,,
NSC,4356,001,,42,,,27,,,16,,,1,,1,0,"Thorn, Catherine A","Tseng, Ching-Tzu",,,,
ACTS,4308,001,11,8,7,6,5,7,8,4,3,3,2,4,16,3,"Makhijani, Neha","Khan, Md Arafat H","Guo, Qi",,,
BIOL,3303,001,12,19,5,6,10,6,5,4,4,,4,,3,9,"De Nisco, Nicole J","Hulyalkar, Neha V","Ratna, Tahira Amdid",,,
STAT,2332,001,22,27,8,3,7,1,3,6,3,2,2,1,3,0,"Estacio-Hiroms, Kemelli","Bedi, Tejasv",,,,
STAT,4351,501,17,25,9,13,3,3,4,1,3,,1,1,4,4,"Koshevnik, Yuly","Thompson, Patrick A",,,,
HIST,1301,004,12,29,19,9,11,3,1,,,1,,,4,0,"Klimchock, Carolee","Debic, Mathieu D",,,,
HIST,1301,008,2,6,3,8,15,12,9,9,6,5,3,1,7,3,"Johnson, Yvonne","Goldmann, Kerry",,,,
HIST,1302,003,21,24,,14,10,,2,6,,1,1,,7,3,"Folsom, Bradley N","Mayo, Teresa N",,,,
HIST,3337,001,,18,12,15,18,9,8,2,2,1,1,,3,0,"Channell, David",,,,,
LIT,1301,002,1,14,28,21,5,8,2,2,1,1,,1,2,3,"Hatfield, Charles D","Oliver, Stephanie R",,,,
LIT,3316,501,9,11,7,14,15,9,10,7,1,,1,,2,3,"Starnaman, Sabrina","Altree, Margaux B","Ferreira de Souza, Leticia",,,
PHIL,1301,004,3,22,16,11,15,8,3,4,1,2,,,2,2,"Amato, Lawrence A","Leon Dubon, Saul V",,,,
EE,1100,003,6,20,8,9,19,5,2,7,5,,1,,6,1,"Florence, James M","Taherkhani, Nima","Wang, Haokun","Pawaskar, Vaibhav Uttam","Salimath, Vibhav Kumarswami",
BLAW,2301,004,,10,11,2,12,8,10,11,10,,9,,5,1,"Betanzos, Christina L","Khasacha, Sidney O",,,,
BLAW,2301,006,,22,9,7,10,6,5,7,7,,9,,5,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,
PHYS,1302,501,7,19,8,3,11,7,3,13,6,4,4,1,3,0,"Sun, Kuei","Mahmud, Mohammad M",,,,
COMD,7219,001,,85,,,,,,,,,,,,0,"Touchstone, Emily W","Melamed, Tina",,,,
AHST,1304,001,4,25,9,8,8,3,5,4,5,1,3,2,4,9,"Goode, Dianne H","Mei, Kehan",,,,
HIST,1301,007,13,34,7,14,14,,2,3,,,,,1,2,"Pettengill, Ryan S","Jacobs, Janet K",,,,
HIST,1301,010,5,20,18,16,6,5,2,1,4,2,3,,8,0,"Klimchock, Carolee","Walker, Emily M",,,,
HIST,1302,001,,56,,,15,,,4,,,4,,9,2,"Lester, Carole N","Menard, Bridget J",,,,
HIST,1302,002,,66,,,12,,,4,,,1,,6,1,"Lester, Carole N","Simmons, Alyssa",,,,
HIST,2301,001,,17,3,2,26,5,2,15,2,,9,,7,2,"Volanto, Keith J","Varghese, Shawn",,,,
PHIL,1301,001,,3,12,5,16,14,5,6,5,2,3,4,8,7,"Hasler, Carl","Armentrout, Kenneth C",,,,
PHIL,1301,002,,6,12,11,17,24,4,5,1,,,1,5,4,"Hasler, Carl","Bensinger, Justin F",,,,
PSY,3333,001,18,14,12,11,11,10,8,3,,,,,2,1,"Barfoot, John W","Fan, Linlin",,,,
EE,1100,002,2,19,13,6,23,12,1,5,3,,1,,4,1,"Florence, James M","Taherkhani, Nima","Wang, Haokun","Pawaskar, Vaibhav Uttam","Salimath, Vibhav Kumarswami",
BLAW,2301,001,,16,7,7,3,12,15,9,7,,5,,7,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,
