Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BMEN,2320,003,5,6,4,7,3,,4,3,1,,1,,2,2,"Fey, Nicholas","Li, Wentao",,,,
ACCT,4334,501,,5,,,17,1,,10,,,2,,2,2,"Linsteadt, Chris C",,,,,
BIOL,3161,011,7,4,6,5,5,2,2,2,3,1,,,1,2,"Meloni, Gabriele",,,,,
AMS,3316,0W1,19,5,5,,3,3,1,1,,,,,1,2,"Winstead, Elizabeth L",,,,,
MKT,6321,0W1,,15,4,8,11,,,,,,,,,2,"Edsel, Alexander D",,,,,
ECS,1100,013,19,2,4,2,1,2,1,1,1,,,1,4,2,"Mann, Ashley",,,,,
FIN,3390,003,6,3,3,3,2,4,3,1,3,3,,6,1,2,"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,
CHEM,3361,002,3,12,9,2,1,2,1,4,1,,1,1,1,2,"D'Arcy, Sheena","Meloni, Gabriele","Lasley, Alexandra E","Ashrafi, Adnin","Dey, Sanchareeka","Krishnamohan, Aishwarya"
MATH,2417,010,7,3,,6,3,1,3,3,4,4,2,,3,2,"Williams, Nathan",,,,,
OPRE,4330,001,1,9,,4,7,7,2,3,3,,2,,2,2,"Frazelle, Andrew E","Shi, Lingling",,,,
BIOL,2112,006,4,1,10,6,,5,3,4,1,,1,2,3,2,"Wilson, Michelle","Zhou, Qin","Cao, Lian","Yetkin, Celal E","Salamat, Narges",
MATH,2417,007,19,1,4,1,1,1,1,3,6,,1,,3,2,"Estacio-Hiroms, Kemelli",,,,,
MIS,6309,0W1,,15,10,5,4,5,,1,,,,,1,2,"Saeed, Kashif","Kumari, Riti",,,,
FIN,4310,002,3,1,5,7,3,5,3,3,5,1,3,,3,2,"Meier, Jean-Marie","Kirk, Steven B",,,,
PHYS,4301,001,1,8,11,3,2,1,1,3,3,1,2,1,5,2,"Gartstein, Yuri","Pedersen, Eske M",,,,
FIN,4310,001,3,4,5,7,6,1,2,4,2,1,2,,5,2,"Meier, Jean-Marie","Kirk, Steven B",,,,
CS,3305,005,7,9,4,4,5,8,,2,,,1,,2,2,"Morales, Linda","Hogue, Steven D",,,,
HIST,4356,001,2,,6,6,8,6,4,5,1,,2,,2,2,"Park, Peter K",,,,,
ENGR,3341,007,2,2,2,1,2,4,2,7,5,,3,5,7,2,"Fonseka, John","Hassan, Rana A",,,,
PHIL,2316,501,,2,7,9,6,3,,4,2,,2,1,4,2,"Dennis, Patrick W",,,,,
EE,3302,002,,4,5,5,,1,7,4,1,,4,,12,2,"Busso Recabarren, Carlos A","Qiu, Yuning",,,,
STAT,1342,001,6,9,6,6,4,4,2,2,,,,1,3,2,"Patwary, Mohammad S",,,,,
ENGR,2300,001,5,24,,2,5,1,1,4,1,,,,,2,"Ali, Mohammed Z","Mitra, Arkadeep",,,,
OPRE,6301,MBP,,22,3,7,1,2,6,,,,,,2,2,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,
MKT,3300,016,9,12,10,4,3,2,2,1,,,,,,2,"Kulkarni, Madhura",,,,,
FIN,3305,002,1,6,1,,12,5,,12,2,,3,,2,2,"Guttery, Randall","Zhao, Yabo",,,,
HIST,4330,001,16,9,8,4,4,2,,,,,,,1,2,"Pfister, Debra H",,,,,
CS,4337,501,13,5,5,3,4,3,3,1,2,,1,,4,2,"Karami, Gity","Fisher, Dakota J",,,,
BIOL,3161,008,5,9,10,6,1,3,1,1,,2,3,3,,2,"D'Arcy, Sheena",,,,,
CS,4349,004,3,9,2,4,5,4,4,1,3,,2,,7,2,"Fox, Kyle J","Mohammadpour, Somayeh",,,,
MATH,2414,007,1,4,2,3,3,2,8,3,2,2,1,3,10,2,"Choi, Sl-ghi",,,,,
HIST,2332,001,,18,12,4,3,1,1,3,,,,,2,2,"Wright, Ben",,,,,
BIOL,5420,001,,9,,,17,,,15,,,,,3,2,"Campbell, Zachary","Gonzalez, Juan E",,,,
HIST,3399,001,,31,4,2,3,1,1,1,,,1,,,2,"Rankin, Monica A","Lopez, Clara Marsela",,,,
MATH,2413,019,1,6,7,6,3,2,3,4,2,,1,,9,2,"Akbar, Mohammad M",,,,,
MATH,1314,001,,2,1,3,2,6,3,6,4,2,5,5,6,2,"McCary, Brady C",,,,,
MATH,2413,003,2,1,3,8,2,5,1,5,3,,3,,12,2,"Martynova, Irina",,,,,
MATH,2417,008,12,4,5,3,4,1,,1,6,1,,1,7,2,"Estacio-Hiroms, Kemelli",,,,,
MATH,2413,016,2,4,4,3,3,3,3,2,2,4,3,1,11,2,"Mussa, Derege",,,,,
MIS,6326,001,,14,6,11,11,,1,,,,,,2,2,"Smashnov, Uri","Sandilya, Nimish K",,,,
BMEN,3320,002,4,1,6,3,5,4,6,3,2,3,2,,6,2,"Winter, Patrick M",,,,,
EE,2310,001,19,5,2,4,3,1,2,3,2,,,,4,2,"Dodge, Nathan B",,,,,
MATH,1314,005,1,,4,2,5,3,7,4,5,1,2,2,9,2,"Kravetc, Pavel",,,,,
MATH,2413,009,4,6,4,6,6,3,7,1,3,1,,1,3,2,"Nguyen, Mylinh T",,,,,
ACCT,3350,001,,7,7,3,5,3,6,6,5,,1,2,1,2,"Goldman, Nathan C","Nguyen, Kevin K",,,,
MECH,3305,0W1,2,11,10,6,5,3,2,5,,1,,,1,2,"Fadda, Dani Z","Karami, Farzad",,,,
OBHR,3330,006,1,7,14,8,3,3,4,2,1,,1,,2,2,"Meda, Edward","Mallavarapu, Vijay K",,,,
MATH,2413,014,4,3,6,6,3,3,6,2,1,3,1,4,4,2,"Eydelzon, Anatoly",,,,,
ACCT,3331,501,4,3,4,2,4,6,4,7,4,3,1,1,3,2,"Files, Rebecca L",,,,,
ATCM,2303,003,,9,18,9,5,3,1,,1,,,,,2,"Oropallo, Kara I","Jennings, Christopher M",,,,
CS,7301,002,,31,9,6,,,,,,,,,,2,"Gupta, Gopal","Shakerin, Farhad",,,,
CS,1325,501,3,2,4,7,6,5,3,2,6,3,3,,2,2,"Le, Khiem V",,,,,
OBHR,3330,004,4,7,13,7,7,2,2,2,,2,1,,,2,"Meda, Edward","Mallavarapu, Vijay K",,,,
CS,1136,112,27,3,5,1,2,2,,1,1,,1,,4,2,"Vogel, Don G",,,,,
OBHR,3310,006,6,5,8,8,7,7,2,1,2,,,,1,2,"Olsztynska, Agnieszka",,,,,
OBHR,3330,001,2,21,5,5,7,3,2,2,,,,,,2,"Ritchey, David B",,,,,
MATH,1325,012,13,7,5,1,7,3,,2,4,,1,1,3,2,"Li, Changsong",,,,,
OBHR,3310,502,1,17,,15,12,,1,,,,,,1,2,"Wu, Junfeng","Guo, Nan",,,,
ACCT,6305,003,,12,7,10,10,5,3,,,,,,,2,"Li, Ningzhong","Holstead, Cameron",,,,
MATH,2312,002,1,3,4,2,7,2,5,6,3,3,2,4,5,2,"Chen, Yong",,,,,
MATH,1325,001,1,1,5,11,3,4,3,1,1,1,1,5,11,2,"Hellerman, Nathanael",,,,,
MATH,1325,008,17,1,5,6,1,4,3,3,2,,,,6,2,"Hellerman, Nathanael",,,,,
CS,1136,104,31,1,4,3,,1,1,1,,,1,,5,2,"Vogel, Don G",,,,,
CS,1134,101,23,11,1,,5,,,2,2,,1,,3,2,"Doore, Karen L",,,,,
CS,1336,002,1,10,5,3,9,4,6,4,1,,2,,3,2,"Brandenburg, Jonathan C",,,,,
CS,1336,012,8,16,1,2,4,4,,4,2,1,1,,6,2,"Karrah, Shyam S",,,,,
CS,1336,004,2,11,4,8,4,4,5,4,4,1,,,2,2,"Shields, Charles O",,,,,
CS,1336,013,4,9,7,5,3,2,4,4,,2,1,3,6,2,"Le, Khiem V",,,,,
CS,1136,113,26,5,2,2,4,1,2,2,,,,,7,2,"Vogel, Don G",,,,,
BA,1100,016,3,,2,,1,2,2,1,1,,,4,35,2,"Kaplan, Marilyn R",,,,,
ACCT,2301,007,10,5,3,9,5,1,4,6,4,,,,4,2,"Li, Chenchen",,,,,
ENGR,2300,502,4,22,,4,5,,4,10,,,,1,1,2,"Ali, Mohammed Z","Mitra, Arkadeep","Dai, Yucheng",,,
CS,1334,001,6,4,3,5,7,2,6,14,,,3,,1,2,"Narayanasami, Priya",,,,,
ACCT,3322,001,1,15,3,7,12,2,5,3,1,,1,,2,2,"Goodrich, Mary Beth W","Koonce, Katherine",,,,
CS,1136,102,36,3,2,1,1,2,,1,1,,2,,3,2,"Vogel, Don G",,,,,
ACCT,3341,001,5,13,3,12,7,,2,5,4,,,,1,2,"Natarajan, Ramachandran","He, Jiapeng",,,,
CGS,2301,001,7,11,10,11,4,1,1,3,1,,,,4,2,"O'Toole, Alice J","Qin, Shuo",,,,
FIN,3320,002,1,16,5,4,14,3,,2,1,,3,2,2,2,"Manzi, Jeff",,,,,
ENGR,3341,501,4,5,7,3,7,5,4,5,,2,1,1,9,2,"Myers, Kathleen","Quayum, Ayon",,,,
MATH,2413,021,2,3,6,6,5,5,5,2,5,1,2,2,9,2,"Khoury, Raja N",,,,,
CS,6363,002,,9,11,11,20,1,1,,,,,,,2,"Chandrasekaran, Ramaswamy","Dakle, Parag Pravin",,,,
MKT,3300,002,2,11,16,4,8,8,1,1,1,,,,2,2,"Meda, Edward","Jameei Osgouei, Ata",,,,
FIN,3320,003,1,1,5,3,6,9,4,8,8,2,3,3,1,2,"Anderson, Frank W",,,,,
EPPS,2301,002,2,1,12,8,11,8,3,5,,,,1,3,2,"Moshier, Jeffrey H",,,,,
CS,2305,503,4,10,2,3,3,5,1,8,6,3,2,4,4,2,"Farage, Timothy P",,,,,
CS,4348,003,9,9,9,4,5,9,2,6,,,1,,1,2,"Alagar, Sridhar","Lu, Jiashuai",,,,
MECH,2310,001,2,5,4,4,5,7,9,7,4,2,2,2,2,2,"Thamban, P.L.Stephan","Pandey, Binay J",,,,
CS,3340,002,,35,,,13,,,4,,,,,3,2,"Goodrum, Richard A","Tran, Trung Hieu","Shahbazi, Nima",,,
HMGT,3301,001,,3,12,9,10,7,8,5,,1,,,,2,"Fleming, Forney F","Vohra, Pulkit",,,,
MATH,2418,005,4,5,3,3,3,,3,9,11,3,3,2,6,2,"Arnold, Maxim",,,,,
MATH,2418,502,3,5,4,3,8,3,3,3,7,1,,2,13,2,"Miller, James W",,,,,
ITSS,4351,501,,14,5,13,16,,8,,,,,,,2,"Shekhar, Gaurav","Bao, Chenzhang",,,,
ACCT,4342,001,5,4,12,10,8,4,5,4,1,1,1,1,1,2,"Johnson, Jennifer","Farooqi, Shan A",,,,
ACCT,6301,501,,25,,3,23,,1,3,,,,,2,2,"Karnuta, Daniel","Farooqi, Shan A",,,,
PSY,4347,001,,17,3,8,10,5,3,2,3,,3,2,1,2,"Nelson Taylor, Jackie A","Smith, Olivia",,,,
CS,1336,014,4,5,7,4,7,1,1,5,4,4,1,,13,2,"Thompson, Laurie A",,,,,
ACCT,4334,001,,14,,,30,,2,6,2,,3,,1,2,"Linsteadt, Chris C",,,,,
EPPS,1110,001,,39,,,11,,,4,,,4,,,2,"Lanham, Carol C",,,,,
FIN,6301,002,,20,5,15,13,2,2,,,,,,1,2,"Xiao, Steven","Wang, Yu-Chi",,,,
EE,1100,001,,25,6,6,11,2,,1,3,,,1,3,2,"Florence, James M","Baruti, Kudra H","Abbasalipour, Amin","Zhang, Yujie",,
MATH,2420,003,4,6,3,4,10,7,7,3,5,,10,,,2,"Krawcewicz, Wieslaw Z",,,,,
OPRE,3360,011,4,6,11,6,11,4,4,4,1,6,2,1,4,2,"Toptal, Aysegul","Kulkarni, Nilay A",,,,
OPRE,6332,503,,30,2,17,11,,3,,,,,,1,2,"Sethi, Awanti","Sethi, Shravik P",,,,
MECH,3380,001,9,13,9,5,8,4,2,1,5,3,3,2,1,2,"Malik, Arif","Yu, Haoliang",,,,
HLTH,3305,001,,4,4,6,10,10,9,9,1,,3,2,3,2,"Stark, Azadeh T",,,,,
NSC,4363,001,,33,,,16,,,14,,,3,,,2,"Dussor, Gregory O","Avona, Amanda D",,,,
CS,3340,001,3,18,7,12,8,5,6,3,2,1,,,1,2,"Nguyen, Nhut",,,,,
PHIL,1301,004,1,11,12,10,10,7,3,3,1,4,2,,3,2,"Amato, Lawrence A","Fields, Kollin E",,,,
HUMA,1301,008,,6,5,12,6,16,2,8,3,,,,9,2,"Mortensen, Joan","Klimpel, Ellen J",,,,
MATH,2420,002,2,7,2,8,6,6,8,8,10,,11,,,2,"Paudel, Ajaya B",,,,,
CS,1136,602,32,9,6,6,1,1,,1,2,,3,,8,2,"Vogel, Don G",,,,,
CS,4375,001,4,13,22,13,13,2,,1,,,,,1,2,"Khan, Latifur R","Li, Yifan",,,,
CS,4341,002,25,14,9,5,3,1,,6,,,5,,1,2,"DeGroot, Doug",,,,,
CS,1336,502,7,6,10,4,11,13,2,8,3,,,,6,2,"Brandenburg, Jonathan C",,,,,
PSCI,3328,001,3,13,11,9,14,7,4,,1,,2,,6,2,"D'Orazio, Vito","Sun, Zeyu","Sanchez De La Rosa, Andres Ricardo",,,
CS,2305,501,11,17,15,10,3,5,4,1,,,,1,4,2,"Willson, James K",,,,,
CS,3340,501,5,12,12,9,10,8,8,4,2,1,,,,2,"Nguyen, Nhut",,,,,
OPRE,3333,005,13,16,,12,15,,4,5,,3,2,,2,2,"Alimirzaei, Athena","Liu, Yueming",,,,
CS,2336,502,10,22,13,15,5,,,6,,,1,,,2,"Khan, Ziaullah",,,,,
MATH,2418,002,2,5,3,2,5,6,6,12,12,2,7,3,7,2,"Pereira, Luis Felipe F",,,,,
CS,3305,004,,28,6,2,11,6,1,1,4,3,1,1,9,2,"Ishigaki, Genya",,,,,
MECH,1208,001,1,11,24,11,7,9,2,3,2,,,,3,2,"Fadda, Dani Z","Hashemi, Navid",,,,
CS,4384,001,6,13,7,6,7,4,7,9,1,3,4,1,6,2,"Arnold, Gordon L","Hayes, Alexander L",,,,
CS,3340,005,1,2,12,11,12,12,9,5,7,2,1,,1,2,"Mazidi, Karen J",,,,,
CS,3341,004,10,8,10,9,7,6,5,5,1,1,2,3,8,2,"Whalen, Tristan G","Rajapaksha, Rajapaksha Mudalige S",,,,
CS,3305,003,,13,20,14,8,13,7,,2,,,,1,2,"Davis, Chris I",,,,,
OPRE,6301,009,,26,9,18,19,2,3,,,,,,3,2,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,
CS,2335,001,7,29,11,8,10,3,1,3,3,,,3,3,2,"Doore, Karen L",,,,,
CS,6313,001,,27,10,19,13,7,1,2,,,,,2,2,"Choudhary, Pankaj K","Kotinkaduwe Rankothgedara, Lak Nilusha K",,,,
FILM,2332,501,5,7,12,8,10,11,5,6,8,3,,1,6,2,"Oliver, Stephanie","Cochran, Tyler",,,,
PSY,2314,001,7,17,12,6,7,11,2,4,6,1,8,,2,2,"Santrock, John W","Ralph, Yvonne K",,,,
EE,1100,003,,16,6,12,23,2,3,9,4,,1,,8,2,"Florence, James M","Abbasalipour, Amin","Baruti, Kudra H","Zhang, Yujie",,
BLAW,2301,006,,16,6,10,7,14,11,10,4,,3,,5,2,"Betanzos, Christina L","Keogh, Reagan D",,,,
CS,3341,002,31,10,6,7,8,3,3,4,1,2,4,2,5,2,"Whalen, Tristan G","Zhou, Qinyi",,,,
HIST,2301,501,5,19,15,6,10,7,2,5,1,2,5,,9,2,"Stewart, Whitney","Davis, Lauren R",,,,
HIST,1301,011,2,11,12,19,24,7,5,4,,,,,1,2,"Schlereth, Eric R","D'Monte, Nikita",,,,
HIST,1301,010,3,18,17,17,11,7,6,2,2,,,2,2,2,"Schlereth, Eric R","Scalley, Michael W",,,,
HIST,1301,501,1,20,,5,17,2,3,17,1,1,9,,11,2,"Volanto, Keith J",,,,,
PHIL,1301,005,2,8,17,14,12,7,10,6,2,,2,1,7,2,"Davies, Katherine","Bensinger, Justin F",,,,
BLAW,2301,005,,16,9,8,10,15,8,9,5,,7,,1,2,"Betanzos, Christina L","Keogh, Reagan D",,,,
SPAU,3303,001,6,40,,12,20,,4,5,,1,1,,2,2,"Maguire, Mandy","Yuan, Haiying",,,,
CS,3341,001,17,15,9,7,12,4,4,6,2,4,2,5,7,2,"Whalen, Tristan G","Thompson, Patrick A",,,,
PHYS,1302,501,4,8,13,11,15,2,9,15,7,4,3,1,2,2,"Sun, Kuei","Timms, Christopher I","Mcgarry, Michael P",,,
MAS,6102,007,,,,,,,,,,,,,1,2,"Wilkerson, Cassandra",,,,,
MAS,6102,501,,,,,,,,,,,,,,2,"Johnson, Neil",,,,,
ISNS,2367,001,8,28,7,13,23,5,2,1,2,1,2,1,4,2,"Pujana, Ignacio","Lee, Jaewook","Xiong, Kai",,,
PSCI,4329,001,,10,11,5,26,16,7,11,7,2,1,1,5,2,"Peinhardt, Clint W","Akarte, Prajakti V","Cavallo De Oliveira, Paulo Marcio",,,
FILM,2332,001,,6,16,9,15,15,13,10,7,3,3,2,7,2,"Petty, John E","Peck, Jenna",,,,
STAT,4351,501,7,5,10,15,9,10,20,5,8,6,7,12,,2,"Efromovich, Sam",,,,,
PSY,3360,501,1,22,9,4,37,8,8,16,4,2,3,1,4,2,"Dowling, Walter J","Gunal, Mehmet",,,,
BIOL,3302,001,14,37,10,12,19,4,4,8,3,2,5,1,,2,"Burr, John G","Srikanth, Uma","Tandon, Neha Ramesh","Neugent, Michael L","Nawas, Afshan Fathima",
ISNS,2359,001,6,22,13,16,15,20,4,4,4,4,3,,8,2,"Griffin, William R","Sokol, Sarah A",,,,
SPAU,3343,001,5,14,28,9,30,13,6,9,4,1,1,1,6,2,"Katz, William","Mehta, Sonya","Doli, Evdoxia",,,
ATCM,2365,001,9,54,,24,26,,2,4,,1,3,,7,2,"Andreen, Michael T","Bernfeld, Luke S","Murray, Jack A",,,
CHEM,2323,003,8,30,4,19,10,12,11,10,5,7,7,4,6,2,"Ahn, Jung-Mo",,,,,
PHYS,1301,001,15,20,21,12,14,10,15,7,5,10,,,12,2,"Chen, Lunjin","Liu, Xu",,,,
PHYS,2326,001,17,46,25,11,17,10,8,6,1,,,2,1,2,"Lumata, Lloyd","Cherepanov, Stanislav M",,,,
HLTH,3101,0W1,,126,,,13,,,5,,,4,,,2,"Sandon, Lona",,,,,
ISNS,2359,0W2,12,42,18,15,17,8,12,9,4,,4,,8,2,"Shilpakar, Prabin","Haque, Ziaul",,,,
ECON,2302,001,19,28,17,12,33,19,7,15,15,,3,,5,2,"McElroy, Susan","Zhang, Licheng","Nguyen, Hien T",,,
PSY,2301,003,38,59,38,47,34,18,18,8,8,4,1,6,15,2,"Gentsch, Joanna K","Helfers, Samantha",,,,
CRIM,6301,001,,,2,1,2,,1,1,,,,,2,3,"Kovandzic, Tomislav",,,,,
BMEN,1100,110,3,6,2,,,1,,,,,,,1,3,"Meyer, Clark A","Shah, Sohail",,,,
ATCM,3310,001,4,2,,1,4,,1,,,,,,1,3,"Kitagawa, Midori",,,,,
CE,2336,003,,3,,2,1,1,,1,1,1,3,,1,3,"Smith, Jason W",,,,,
ATCM,4365,001,1,4,4,,1,,,1,,,,,4,3,"Christopher, Timothy V",,,,,
COMM,1311,5W4,6,2,,1,,1,,,,,,1,3,3,"Dorough, Ramona J",,,,,
ATCM,4365,002,,10,,,4,,,1,,,,,1,3,"Andreen, Michael T",,,,,
RHET,1302,024,1,2,3,1,1,1,,,1,,,,6,3,"Sinckler, Robin",,,,,
BIS,3320,003,,3,2,1,4,,3,1,,1,,,,3,"Pogue, Neall W",,,,,
CHEM,1111,608,8,7,,,,,1,,,,,,2,3,"Dissanayake, Dushanthi S","Remy, Ashele K",,,,
ATCM,3308,002,4,1,1,,2,1,3,1,,,,,5,3,"Camacho, Christopher J",,,,,
THEA,1351,001,2,10,2,4,,1,,,,,,,,3,"Hibbs, Shelby A",,,,,
PSY,3355,001,3,3,,5,7,,1,,,,,,,3,"Grohman, Magdalena G",,,,,
CHEM,2125,106,6,4,4,3,2,1,,,,,,,,3,"Shah, Shailesh N","Diwakara Mohottalalage, Shashini Devika D",,,,
PSY,3339,002,1,6,3,4,2,,1,3,,,1,,,3,"Santrock, John W",,,,,
PHYS,2125,117,,7,5,3,,,,,1,1,,,4,3,"Sun, Kuei","Dhawan, Ruchika",,,,
COMM,1311,0W2,3,11,3,3,1,,1,,2,,,,1,3,"Templeton, Allison A","Tanner, Lari J",,,,
GISC,6301,501,,4,3,4,4,5,3,,,,,,2,3,"Tiefelsdorf, Michael","Hu, Lan",,,,
ARHM,3342,003,8,10,3,1,2,,,,,,,,1,3,"Evans, Kathryn C",,,,,
CS,4348,002,,8,,,8,,,5,,,,,4,3,"Goodrum, Richard A","Shahbazi, Nima",,,,
CHEM,1111,139,7,11,,,2,,1,,,,1,,3,3,"Abeykoon, Nimali C","Ma, Ziyuan",,,,
MUSI,2127,001,,23,1,,1,,,,,,,,,3,"Palant, Jonathan",,,,,
ATCM,2301,007,,6,4,4,1,3,3,2,1,1,,1,,3,"Veras de Souza, Christine","Christopher, Daedra","Alzate, Catalina",,,
ATCM,2302,501,3,12,7,1,,1,,,,,,,2,3,"Minnish, Roxanne W","Brtis, Chelsea L","Nazir, Cassini",,,
CHEM,1111,133,18,6,,,1,,,,,,,,1,3,"Abeykoon, Nimali C","Abeyrathna, Nisansala S",,,,
MATH,1314,003,,1,,1,1,1,1,3,5,2,,2,9,3,"Kravetc, Pavel",,,,,
ATCM,3338,002,2,6,4,4,2,5,,1,1,,,,2,3,"Chandler, Adam W",,,,,
GEOS,1303,002,1,5,1,3,2,4,,2,1,,3,,5,3,"Shilpakar, Prabin","Landreneau, Lauren A","Wang, Ning",,,
ATCM,3350,501,1,9,4,5,4,,1,1,1,,,,1,3,"Hewitt, Sharon","Remington, William A",,,,
CHEM,1111,140,2,12,4,4,,3,,1,,,,,1,3,"Dissanayake, Dushanthi S","Tian, Yafen",,,,
CHEM,2123,601,12,14,1,,,,,,,,,,,3,"Cue, John Michael","Hernandez, Jayoh A",,,,
PHYS,2125,102,7,14,3,3,,,,,,,,,,3,"Sun, Kuei","Mahmud, Mohammad M",,,,
OPRE,3333,501,4,4,6,3,,,1,3,1,1,2,3,,3,"Subramoniam, Ramesh","Qu, Zihao",,,,
OPRE,3333,502,5,3,6,4,2,2,,2,,1,,,3,3,"Ahadi, Khatereh","Huang, Wei Chuan",,,,
PHIL,3380,001,,6,4,4,6,,2,1,,2,3,,2,3,"Bambach, Charles",,,,,
OPRE,4330,501,1,6,,2,7,1,7,1,1,2,3,,,3,"Frazelle, Andrew E","Shi, Lingling",,,,
ECON,3310,002,8,4,1,4,4,1,,6,3,,,,1,3,"Andrews, Rodney J","Montenegro Arana, Sebastian",,,,
FIN,4310,501,3,3,6,2,1,5,1,3,4,1,1,,3,3,"Meier, Jean-Marie","Kirk, Steven B",,,,
MATH,2417,005,12,,3,3,4,,,,3,,,2,7,3,"Ahsan, Mohammad K",,,,,
PA,3380,0W1,12,7,3,3,1,1,1,2,,,,1,4,3,"Zvobgo, Varaidzo",,,,,
FIN,3390,501,2,4,4,4,,2,4,1,3,,2,5,4,3,"El-Ashmawi, Amal H","Jerez Carreno, Jaime Eduardo",,,,
LIT,3382,501,,8,17,4,6,,,,,,,,,3,"Ozsvath, Zsuzsanna","Roemer, Nils H",,,,
ACCT,3331,003,3,4,3,4,5,3,5,4,1,,,,4,3,"Zhou, Yibin","Tatiparti, Venu Madhav",,,,
ENGR,3300,003,,5,,1,3,1,2,7,3,,9,,5,3,"Lee, Jung S","Zhang, Tianliang",,,,
BIOL,2111,010,4,2,7,4,3,,5,5,3,1,,2,1,3,"Srikanth, Uma",,,,,
MATH,2417,003,7,4,2,5,1,4,1,2,5,,1,,5,3,"Ahsan, Mohammad K",,,,,
MATH,3311,001,9,13,4,,1,2,2,1,1,,1,1,2,3,"Dabkowska, Malgorzata A","Ali, Alsadig A",,,,
MATH,3310,001,5,12,10,2,2,1,1,,1,,1,,3,3,"Dabkowska, Malgorzata A","Khan, Samreen S",,,,
OPRE,4350,501,3,2,8,5,1,3,4,2,4,,3,2,1,3,"Wang, Shouqiang","Kucukgul, Can",,,,
BIOL,3161,002,3,7,1,3,3,,5,4,2,3,3,1,3,3,"Marsh, Robert","Ashrafi, Adnin","Dey, Sanchareeka",,,
GEOG,3357,001,4,8,8,7,1,2,4,1,1,,1,,1,3,"Vakulenko, Irina","Chen, Meifang",,,,
MATH,2413,023,,2,2,3,3,2,2,5,6,3,2,1,8,3,"Fu, Kaibin",,,,,
MIS,6323,0W1,,7,16,2,1,2,6,3,,,,,2,3,"Mookerjee, Radha","Wagh, Yash",,,,
MATH,2417,014,11,4,4,1,2,3,4,3,3,,,,4,3,"Norwood, John",,,,,
BA,1100,004,,15,4,3,2,,,2,,,,,14,3,"Henderson, Tom","Kathpalia, Ashutosh",,,,
MATH,1326,502,7,2,,1,6,1,4,5,,,3,2,9,3,"Li, Changsong",,,,,
ENGR,3300,005,7,1,2,,3,6,5,3,4,,1,4,4,3,"Saad, Ricardo E","Samadian, Azadeh",,,,
CE,2310,001,14,6,4,5,3,2,,2,1,,1,,2,3,"Dodge, Nathan B",,,,,
MATH,2417,011,10,4,2,3,1,4,1,,7,,,1,8,3,"Makarenkov, Oleg",,,,,
HLTH,3305,002,1,3,2,5,4,9,9,4,2,,,,1,3,"Stark, Azadeh T",,,,,
HLTH,1322,0W2,,10,3,8,6,2,2,2,2,,2,,5,3,"Day, Lora N",,,,,
FIN,6301,003,,16,2,4,10,5,,3,,,,,2,3,"Rebello, Michael J","Zhu, Yifan",,,,
OPRE,3333,003,5,7,2,5,5,4,3,5,1,2,1,1,2,3,"Subramoniam, Ramesh","Qu, Zihao",,,,
MATH,1325,009,7,13,6,6,3,1,2,1,1,1,,,2,3,"Foley, Manjula",,,,,
CS,1136,116,28,2,3,1,3,,,3,,,2,,2,3,"Vogel, Don G",,,,,
BIS,3320,501,5,10,7,6,9,4,2,,,,,,1,3,"Wright, David A",,,,,
BA,1100,013,,25,6,,,,,2,,,2,,9,3,"Henderson, Tom","Kathpalia, Ashutosh",,,,
MATH,2413,001,4,6,2,6,4,2,4,4,1,1,1,1,9,3,"Lou, Yifei",,,,,
MATH,2413,005,4,4,8,2,6,5,,3,4,1,,2,6,3,"Nguyen, Mylinh T",,,,,
MATH,2413,004,4,4,,8,4,,4,1,1,5,3,1,10,3,"Nguyen, Mylinh T",,,,,
MATH,2414,005,1,1,6,4,6,1,4,2,2,,2,2,14,3,"Estacio-Hiroms, Kemelli",,,,,
MATH,2414,011,1,4,7,5,6,6,6,,,1,2,2,5,3,"Tran, Anh T",,,,,
MATH,1314,004,,,5,1,6,10,4,4,3,,6,1,5,3,"Adabrah, Anani Komla",,,,,
EPPS,2302,501,,14,5,5,6,5,2,,,,,,9,3,"Gorina, Evgenia",,,,,
CS,1336,016,3,7,4,6,6,6,3,5,2,3,1,,2,3,"Shields, Charles O",,,,,
EE,2310,501,29,6,1,2,3,3,1,1,1,,,,1,3,"Dodge, Nathan B",,,,,
FIN,3320,007,,9,4,5,10,4,1,5,3,,2,2,4,3,"Manzi, Jeff",,,,,
CHEM,3361,001,4,15,6,5,6,1,3,1,3,1,2,,3,3,"Marsh, Robert","Spiro, Stephen","Dey, Sanchareeka","Ashrafi, Adnin","Krishnamohan, Aishwarya","Lasley, Alexandra E"
FIN,3320,008,5,9,5,8,2,7,5,2,2,5,,1,,3,"Gurun, Ayfer","Wen, Yaxin",,,,
FIN,6360,501,,10,16,9,6,6,1,4,,,,,,3,"Kaur, Dupinderjeet",,,,,
FIN,3320,004,6,3,8,3,7,5,8,2,3,2,1,4,1,3,"Gurun, Ayfer","Wen, Yaxin",,,,
CS,1136,109,28,5,4,4,4,1,,1,1,,2,,6,3,"Vogel, Don G",,,,,
