Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
FIN,3330,004,10,21,,7,12,,1,4,,1,2,,2,0,,,,,"Chapman, Juliann G","Kim, Kyuri",,,,
BUAN,6346,002,,57,2,1,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,
ACCT,3331,001,6,5,12,9,9,5,10,1,,,1,,2,0,,,,,"Yehuda, Nir","Zhou, Xiaolu",,,,
IMS,3310,501,2,11,18,11,10,5,2,1,,,,,,0,,,,,"Kaur, Vaneet","Woldu, Habte G",,,,
ACCT,2302,004,8,6,5,7,8,7,5,7,2,,2,,2,2,,,,,"Dai, Zhonglan","Li, Chenchen",,,,
OPRE,6301,501,,29,5,9,8,4,2,,,,,,3,1,,,,,"Sethi, Awanti","Sethi, Shravik P",,,,
HMGT,6320,501,,38,12,6,3,,,,,,,,1,0,,,,,"Fleming, Forney F",,,,,
BUAN,6398,002,,29,,4,14,2,1,10,,,,,,1,,,,,"Alimirzaei, Athena","Seripalli, Dilip Kumar",,,,
MECH,3315,001,,6,10,19,6,7,9,3,1,,,,,0,,,,,"Leonardi, Stefano","Ciri, Umberto",,,,
MECH,3320,003,3,19,8,13,10,4,2,,1,,1,,,0,,,,,"Ouyang, Hui","Sitaula, Karuna",,,,
MATH,2370,001,14,5,4,8,2,2,2,2,2,4,1,4,6,6,,,,,"McCary, Brady C","Babbitt, Matthew W",,,,
CS,2305,501,10,11,4,3,9,3,2,10,,2,3,1,1,3,,,,,"Farage, Timothy P",,,,,
CS,3377,0W2,5,5,10,11,3,3,9,2,2,,4,2,3,3,,,,,"Min, Richard K",,,,,
ITSS,3300,503,7,47,2,,,1,,2,,,,,1,2,,,,,"Savoie, Michael J","Tang, Ping",,,,
SE,4485,001,,60,,,1,,,,,,,,,1,,,,,"Wong, Weichen E",,,,,
ITSS,3300,003,8,29,13,4,2,1,1,1,,,1,,1,1,,,,,"Varma, Rashmi","Luo, Ning","Haseman, Charles",,,
CS,4337,003,17,11,10,3,6,5,2,,4,,3,,,1,,,,,"McMahan, Timothy","Fan, Zhenbao","De, Partha","Gour, Riti",,
EE,4301,501,,4,1,5,11,2,6,22,5,,3,1,2,0,,,,,"Florence, James M","Chen, Jianfei",,,,
MATH,2420,001,1,4,1,7,6,5,2,11,15,,10,,,0,,,,,"Paudel, Ajaya B",,,,,
ITSS,3312,001,13,9,8,5,4,8,1,5,4,1,1,1,2,0,,,,,"Sun, Geng",,,,,
CS,3340,501,3,3,7,6,10,9,6,4,7,2,1,2,2,0,,,,,"Mazidi, Karen J",,,,,
ITSS,3300,004,8,21,14,6,4,3,,,1,,2,1,2,0,,,,,"Varma, Rashmi","Luo, Ning","Haseman, Charles",,,
OPRE,6332,001,,33,6,13,6,2,1,1,,,,,,0,,,,,"Ramanathan, Kannan","Li, Changpei","Chou, Cheng-Chih",,,
PSCI,3301,001,2,5,4,13,14,6,3,2,2,,2,,3,7,,,,,"Lowe, Evan","Salvador, Estefania F","Sanchez De La Rosa, Andres Ricardo",,,
CS,2336,502,1,11,3,8,12,6,2,7,,,2,1,7,3,,,,,"Belkoura, Mohamed Amine",,,,,
OPRE,3333,007,9,9,9,12,5,4,4,4,4,,,,,3,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
STAT,1342,001,9,11,6,7,9,3,3,3,4,,3,1,2,2,,,,,"Koshevnik, Yuly","Zhou, Qinyi",,,,
ACCT,2301,001,1,4,,4,5,12,6,10,7,5,,,7,2,,,,,"Zhang, Jieying","Holstead, Cameron",,,,
CLDP,3332,501,,17,4,1,16,7,3,9,,1,2,,1,2,,,,,"Shoaib, Amber","Smith, Olivia",,,,
ITSS,3312,501,8,7,11,14,16,2,3,,,,,,1,1,,,,,"Bao, Chenzhang",,,,,
SE,4381,001,,7,13,13,14,7,6,2,,,,,,1,,,,,"Straach, Janell","Wang, Haoliang","Maweu, Barbara M",,,
ITSS,3300,010,3,22,16,9,1,4,1,,1,,1,1,3,1,,,,,"Beauchamp, Joe P","Xie, Si",,,,
ACCT,4342,001,2,3,12,10,11,7,6,6,4,1,,,,1,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,
ITSS,3300,002,2,22,10,8,4,6,2,2,1,1,1,,3,1,,,,,"Haseman, Charles","Zhu, Wangsheng",,,,
ITSS,3390,001,4,14,21,14,6,2,1,,,,,,,1,,,,,"Arora, Vivek","Lokkur, Ashwin P",,,,
ITSS,3300,011,7,21,8,5,12,6,1,2,,,,,1,0,,,,,"Stephens, Timothy G","Xie, Si",,,,
ITSS,3300,0W1,21,22,11,3,3,,,1,,1,,,1,0,,,,,"Thouin, Mark","Choudhary, Aarzoo",,,,
ITSS,3300,007,8,21,11,3,7,4,5,3,,,1,,,0,,,,,"Stephens, Timothy G","Xie, Si",,,,
MIS,6382,001,,57,5,1,,,,,,,,,,0,,,,,"Sohaee, Nassim","Mittal, Piyush",,,,
BUAN,6398,501,,23,,3,25,2,3,7,,,,,,0,,,,,"Alimirzaei, Athena","Mallavarapu, Vijay K",,,,
ACCT,3332,001,3,8,4,5,6,4,8,2,3,3,10,1,2,5,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,
STAT,4352,501,9,2,4,8,5,17,,6,3,,3,2,1,4,,,,,"Efromovich, Sam",,,,,
CS,4353,001,21,13,6,8,3,2,3,3,2,,1,,,2,,,,,"McMahan, Ryan P","Hu, Xinyu",,,,
MATH,2419,006,2,4,7,9,5,5,2,5,6,,1,1,15,2,,,,,"Miller, James W",,,,,
CRIM,3301,001,11,41,5,,2,4,,,,,,,,1,,,,,"Shih, Meng Ru",,,,,
OPRE,3310,001,17,15,5,4,9,6,2,2,1,,,,2,1,,,,,"Feng, Zhichao",,,,,
CRIM,3303,001,27,24,6,1,1,2,,1,,,,,1,1,,,,,"Polk, Elmer O","Kanvinde, Vrishali",,,,
ACCT,2302,005,12,10,4,3,11,3,4,7,3,6,1,,,0,,,,,"Li, Meng","Kale, Devendra",,,,
ACCT,2301,005,8,5,2,6,10,9,4,9,8,,1,,2,0,,,,,"Zhang, Jieying","Holstead, Cameron",,,,
PSY,2317,501,4,9,5,7,5,7,4,5,5,1,3,2,7,0,,,,,"Schwark, Gayle","Taylor, Mackenzie B","Sands, Kaitlin R",,,
CS,3341,001,18,8,5,1,5,5,6,2,3,5,2,2,2,0,,,,,"Whalen, Tristan G","Zimmer, Kevin C",,,,
ACCT,2302,003,5,10,4,7,9,3,4,9,,3,2,1,2,6,,,,,"Dai, Zhonglan","Li, Chenchen",,,,
MATH,2418,003,1,2,5,4,2,4,4,4,3,2,5,2,22,5,,,,,"Arnold, Maxim",,,,,
CRIM,1301,0W1,,9,12,7,3,10,3,1,3,1,,2,11,3,,,,,"Cohen, Galia","Han, Sungil",,,,
PSCI,4364,001,25,14,7,3,4,7,1,,,,,,1,3,,,,,"Modjarrad, Shahin S",,,,,
ACCT,2302,501,1,4,5,7,12,2,2,11,1,7,2,2,6,2,,1,,,"Hes, Christopher A","Walker, Jacob N",,,,
MATH,2418,501,2,4,6,3,5,1,1,6,6,3,5,1,20,2,,,,,"Pereira, Luis Felipe F",,,,,
MATH,2420,005,3,2,4,10,3,9,9,4,10,,9,,,2,,,,,"Rachinskiy, Dmitry",,,,,
OPRE,6301,007,,22,8,9,10,6,3,2,,,,,3,2,,,,,"Sethi, Awanti","Sethi, Shravik P",,,,
OBHR,4333,501,7,20,7,9,7,4,4,2,1,1,1,,1,1,,,,,"Ritchey, David B",,,,,
BMEN,3350,001,7,9,7,12,7,2,7,2,1,,,,10,1,,,,,"Ali, Tariq M","Godakhindi, Varsha S",,,,
BUAN,6340,004,,33,12,12,6,1,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,
CS,2305,001,8,13,15,6,7,7,3,2,2,,,,2,0,,,,,"Moeini, Hessam",,,,,
ACCT,2302,002,5,5,4,4,16,7,6,6,7,4,1,,,0,,,,,"Li, Meng","Kale, Devendra",,,,
MECH,4360,001,7,28,,7,8,4,,9,1,1,,,,0,,,,,"Voit, Walter E","Joshi-Imre, Alexandra",,,,
CS,6384,001,,25,12,12,13,3,,,,,,,,0,,,,,"Schweitzer, Haim","Wan, Guihong","He, Baokun",,,
CS,6301,502,,20,45,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,
ACCT,2302,001,,5,9,6,7,2,9,7,5,9,6,,,0,,,,,"Li, Meng","Kale, Devendra",,,,
PSY,2317,001,,14,3,5,8,3,6,8,2,2,3,2,6,4,,,,,"Juhn, Nancy H","Carson, Kevin J",,,,
SE,4367,001,3,17,4,4,9,5,5,4,1,3,3,1,7,0,,,,,"Paulk, Mark C","Ahn, Sung Soo",,,,
CS,4347,001,7,19,12,12,6,4,,3,,,1,,2,0,,,,,"Becker, Eric W","Dong, Hailiang",,,,
HIST,2301,501,1,14,1,2,12,3,1,14,,1,6,1,10,0,,,,,"Volanto, Keith J","Scalley, Michael W",,,,
CS,3340,001,4,10,4,12,3,3,7,5,8,,1,2,2,6,,,,,"Zhang, Kang",,,,,
CS,3377,502,14,9,13,8,5,2,1,2,3,,1,1,3,5,,,,,"Perkins, Stephen J",,,,,
MATH,2418,001,17,9,5,7,3,11,2,3,3,,2,,2,3,,,,,"Dahal, Rabin",,,,,
SOC,3333,001,23,12,14,7,1,5,,1,2,1,,,,1,,,,,"Alexander, Bobby","Burger, Charis M",,,,
MIS,6360,001,,29,22,8,4,2,,,,,,,1,1,,,,,"Thouin, Mark","Pearam, Swetha S",,,,
BUAN,6340,002,,51,1,13,2,,,,,,,,,0,,,,,"Parker, Jason A","Parla, Karthik Reddy",,,,
BUAN,6341,001,,35,22,6,2,2,,,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,
MKT,3300,HON,17,22,19,3,4,2,,,,,,,,0,,,,,"Egeland, Rita E",,,,,
ACCT,2301,501,7,3,2,2,6,4,4,8,3,2,8,,11,8,,,,,"Bowen, Richard M","Walker, Jacob N",,,,
HLTH,3310,001,1,10,18,6,12,7,3,,3,1,,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,
MATH,2418,006,4,7,8,4,7,5,5,7,2,6,3,2,3,4,,1,,,"Zhang, Yi",,,,,
CS,2305,506,1,12,10,11,4,6,2,2,7,1,3,3,2,4,,,,,"Chin, Wei-Pang",,,,,
CS,2305,002,10,12,3,2,9,4,2,14,2,,3,2,2,3,,,,,"Farage, Timothy P",,,,,
CS,2305,503,5,14,14,11,4,6,1,3,3,,,1,4,2,,,,,"Pinheiro Goncalves Ju, Ronaldo",,,,,
MECH,3360,001,7,11,,7,13,,6,16,,1,2,,4,1,,,,,"Kumar, Golden","Azhiri, Reza B",,,,
MECH,4370,501,4,7,4,7,11,9,12,7,6,,,,,1,,,,,"Lee, Jeong-Bong",,,,,
BUAN,6320,501,,18,8,19,14,7,1,,,,,,,1,,,,,"Scott, James A","Grover, Akshay",,,,
OPRE,3330,001,,56,11,,,,,,,,,,,1,,,,,"Janke, Scott M","Basavaraju, Shashank",,,,
PHIL,1301,002,9,17,14,6,9,4,3,,,1,2,,2,1,,,,,"Amato, Lawrence A","Fields, Kollin E",,,,
CS,4337,502,2,18,4,5,15,6,4,10,1,2,,,,1,,,,,"Oladimeji, Ebenezer A","Hosseini, Seyyed Mohammadsaleh",,,,
CS,2305,502,7,26,6,4,2,4,3,4,4,1,4,,2,0,,1,,,"Willson, James K",,,,,
ITSS,4352,001,3,11,20,7,13,9,5,,,,,,,0,,,,,"Singh, Harpreet","Velugati, Jayanth Reddy",,,,
CS,6384,002,,27,11,15,14,1,,,,,,,,0,,,,,"Schweitzer, Haim","Wan, Guihong","He, Baokun",,,
OPRE,6371,501,,12,21,7,21,2,,4,,,,,1,0,,,,,"Katok, Elena M","Bothra, Shreyansh Arunkumar",,,,
ACCT,2301,002,,10,5,12,5,12,6,8,6,1,1,,2,0,,,,,"Zhang, Jieying","Holstead, Cameron",,,,
PSY,4373,501,9,15,11,3,7,7,3,4,4,2,1,,2,0,,,,,"Hafer, Donald G",,,,,
BMEN,4389,201,,,,,,,,,,,,,,0,,,,,"Polk, Todd W","Pacheco, Joe","Upasham, Sayali S",,,
PSY,2317,002,,9,5,5,4,8,11,4,2,1,4,2,10,4,,,,,"Juhn, Nancy H","Carson, Kevin J","Zhang, Ziwei",,,
MATH,2415,004,3,5,3,6,6,3,5,11,,,12,,12,3,,,,,"Makhijani, Neha",,,,,
CS,3305,001,6,7,9,12,13,6,6,2,2,,1,,2,3,,,,,"Feng, Ranran",,,,,
ACCT,2301,004,11,5,6,6,8,5,7,4,3,2,3,1,6,2,,,,,"Files, Rebecca L","Tatiparti, Venu Madhav",,,,
PHIL,1301,001,5,17,9,8,6,7,3,3,2,1,2,,5,1,,,,,"Amato, Lawrence A","del Bosque, Isai",,,,
CS,6320,003,,8,25,20,6,7,2,,,,,,,1,,,,,"Balakrishna, Mithun","Patel, Dhruvkumar R",,,,
ITSS,4353,001,35,31,3,,,,,,,,,,,0,,,,,"Rao, Mukund","Mathur, Nitish",,,,
CS,4391,001,5,9,8,14,11,8,7,1,1,,1,,4,0,,,,,"Maung, Crystal","He, Baokun","Wan, Guihong",,,
CS,6375,003,,39,24,6,,,,,,,,,,0,,,,,"Nagar, Anurag","Hu, Yibo",,,,
ACCT,3332,PPA,3,18,10,4,10,6,4,8,3,,1,2,,0,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,
CRIM,3307,0W1,,45,,,10,,,10,,,2,,2,0,,,,,"Noyes, Michael",,,,,
ACCT,2301,003,6,6,2,6,8,6,10,5,2,6,,2,3,8,,,,,"Zhou, Yibin","Tatiparti, Venu Madhav",,,,
CS,3340,502,3,6,7,1,13,7,4,9,3,2,,4,8,3,,,,,"Mazidi, Karen J",,,,,
PSY,4331,001,2,11,14,10,8,2,4,8,2,2,2,,2,1,,2,,,"Prager, Karen",,,,,
CS,4384,503,,9,13,6,4,6,6,9,3,1,2,2,7,2,,,,,"Shields, Charles O","Zi, Yuxin",,,,
HLTH,3301,001,,,8,7,11,13,8,6,7,5,2,1,,2,,,,,"Byrnes, Kathleen A",,,,,
CS,4337,001,1,5,8,6,8,7,4,9,8,7,3,3,,1,,,,,"Davis, Chris I","Lozano Carrillo, Juan Camilo",,,,
CRIM,2317,0W1,30,18,6,3,5,3,2,1,,,,1,,0,1,,,,"Polk, Elmer O","Huskey, Michael",,,,
MECH,3310,002,11,9,7,12,18,3,5,3,1,,,,,1,,,,,"Ouyang, Hui","Sarma, Jyotirmoy",,,,
NSC,4363,001,18,17,4,8,5,4,5,6,,1,1,,,1,,,,,"Thompson, Lucien","Avona, Amanda D",,,,
ITSS,4352,002,,23,18,10,13,5,,,,,,,,1,,,,,"Mehra, Amit","Agarwala, Neeraj",,,,
PSY,4346,001,3,7,,12,21,,6,8,,6,3,,3,1,,,,,"Reid, Jon K",,,,,
CS,6350,002,,38,29,3,,,,,,,,,,0,,,,,"Nagar, Anurag","Shams, Shahab","Chung, Yu-Yen",,,
PSY,4343,501,,41,,,25,,,4,,,,,,0,,,,,"Small, Trillion N",,,,,
CS,6360,002,,26,15,16,5,4,2,2,,,,,,0,,,,,"Yuruk, Nurcan","Haque, Mirazul",,,,
CS,4393,001,,15,10,14,7,3,12,1,4,2,2,,,0,,,,,"Nguyen, Nhut","Chappidi, Sruthi","Chen, Simin","Tran, Trung Hieu","Yu, Xinyue",
MIS,6308,001,,12,27,22,4,4,,1,,,,,,0,,,,,"Narasimhan, Prithi","Agrawal, Pulkit",,,,
CS,3377,501,8,11,12,13,3,4,5,4,3,,,,4,4,,,,,"Perkins, Stephen J",,,,,
CS,1136,103,23,9,3,4,5,7,1,2,4,,3,,8,2,,,,,"Vogel, Don G","Perkins, Stephen J",,,,
CS,4349,001,,3,5,4,16,4,13,12,5,4,2,,1,2,,,,,"Daescu, Ovidiu","Weinzierl, Maxwell A",,,,
MATH,2420,004,8,3,6,12,6,7,11,7,6,,3,,,2,,,,,"Rachinskiy, Dmitry",,,,,
CHEM,2324,001,13,23,8,11,7,4,1,,,,,,3,1,,,,,"Wijenayake, Sumudu N",,,,,
CS,3345,004,4,19,20,17,5,4,,,,,1,,1,0,,,,,"Chida, Anjum",,,,,
MATH,2419,001,2,3,7,9,10,5,3,8,10,1,1,3,3,5,,2,,,"Miller, James W",,,,,
CS,4375,501,,4,6,7,10,6,7,4,8,,3,3,10,4,,,,,"Mazidi, Karen J","Sahoo, Pracheta",,,,
MATH,2415,003,6,12,3,7,17,4,2,5,,,8,,5,3,,,,,"Makhijani, Neha",,,,,
NSC,3361,003,2,8,20,7,10,6,4,4,2,2,1,3,2,1,,,,,"Raboune, Siham","Alghamdi, Saad A",,,,
CS,1335,002,4,19,4,9,17,4,5,6,,,1,,2,1,,,,,"Doore, Karen L",,,,,
OPRE,3360,502,,7,11,19,14,5,6,3,3,1,,,2,1,,,,,"Simsek, Ahmet S","Kim, Taehoon",,,,
OPRE,6302,001,,16,15,28,13,,,,,,,,,0,,,,,"Janakiraman, Ganesh","Manchiraju, Chandrasekhar Seetharama",,,,
MECH,3351,001,3,17,5,8,18,5,3,5,2,,5,,1,0,,,,,"Griffith, Daniel T","Wang, Yang",,,,
SPAU,4308,001,,43,,,20,,,6,,,3,,,0,,,,,"Touchstone, Emily W","Boone, Melissa N",,,,
CS,2305,004,1,9,15,6,11,8,4,4,4,1,2,,4,4,,,,,"Chin, Wei-Pang",,,,,
AMS,2300,002,1,15,14,9,11,5,7,,2,2,1,1,1,4,,,,,"Pogue, Neall W",,,,,
CS,2305,005,1,13,13,9,8,7,2,5,7,,,2,3,3,,,,,"Chin, Wei-Pang",,,,,
OPRE,3333,006,10,23,9,5,9,4,3,2,4,,1,,1,2,,,,,"Oguzman, Neslihan","Armaghan, Milad",,,,
OPRE,3310,007,1,5,9,4,10,7,6,16,6,,7,,,2,,,,,"Parks, David","Li, Hehe",,,,
CRIM,4396,0W1,,47,,,19,,,2,,,,,3,2,,,,,"Taylor, Robert W","Yim, Haneul",,,,
OPRE,3360,501,9,8,10,13,12,11,3,,3,,,,2,2,,,,,"Naseri Taheri, Mohammad","Liu, Ritchie",,,,
HLTH,3101,0W4,,67,,,3,,,1,,,,,1,1,,,,,"Sandon, Lona",,,,,
BMEN,3330,001,6,19,8,9,5,5,3,8,7,,,1,2,0,,,,,"Sirsi, Shashank R","Quarton, Tyler G",,,,
CS,4349,002,2,4,4,18,8,5,5,1,2,1,,2,10,12,,,,,"Raghavachari, Balaji","Enoch, Julian",,,,
CS,4365,001,2,15,9,11,8,8,,3,1,1,,1,9,6,,,,,"Ng, Yu Chung V",,,,,
OPRE,3360,001,12,5,5,5,10,8,4,4,,2,9,1,5,4,,,,,"Woldu, Malgorzata","Kshatriya, Ankitsingh O",,,,
OPRE,3310,008,2,17,6,10,16,9,3,3,3,2,,,1,2,,,,,"ye, Shengqi","Li, Hehe",,,,
OPRE,3310,003,3,9,2,2,26,4,8,10,,2,4,1,1,2,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,
CS,4384,501,9,8,8,6,7,6,9,8,4,2,1,1,4,1,,,,,"Willson, James K","Fang, Zhou",,,,
HLTH,3305,001,3,4,5,14,9,10,4,10,5,2,5,,2,1,,,,,"Stark, Azadeh T",,,,,
ECON,3330,002,8,16,16,6,13,2,1,5,1,,,,5,1,,,,,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,
MIS,6373,501,,24,46,3,,,,,,,,,,1,,,,,"Ginevich, Rostislav","Agrawal, Pulkit",,,,
OPRE,3360,008,12,8,7,8,4,6,10,9,3,1,2,,3,1,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
SPAU,3344,001,15,16,12,9,5,5,5,2,,2,1,1,,1,,,,,"Mathew, Betty S","Doli, Evdoxia",,,,
OPRE,3310,006,42,22,,7,2,,1,,,,,,,0,,,,,"Widdifield, David S","Bothra, Shreyansh Arunkumar",,,,
PSY,4346,002,12,30,20,7,3,,1,1,,,,,,0,,,,,"Gentsch, Joanna K",,,,,
CS,4341,001,8,22,2,12,15,7,3,1,3,1,,,,0,,,,,"Cankaya, Ebru C",,,,,
OPRE,4340,001,3,9,1,4,36,2,6,11,,,,,2,0,,,,,"Kuo, Ching-Chung","Takasi, Venkanna Dora Goutham",,,,
CS,3305,502,7,23,8,6,7,5,7,4,2,2,1,,2,0,,,,,"Willson, James K",,,,,
OPRE,3360,005,6,15,19,3,12,11,,3,3,,,1,1,0,,,,,"Oguzman, Neslihan","Armaghan, Milad",,,,
BUAN,6340,501,,54,,9,7,,,,,,,,,5,,,,,"Parker, Jason A",,,,,
OPRE,3310,009,3,6,12,9,19,7,4,6,2,1,1,1,,4,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,
ECON,3330,001,7,18,11,12,16,2,1,3,1,,,,2,1,1,,,,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,
OPRE,3360,006,9,10,6,12,14,8,4,4,5,,,,1,2,,,,,"Naseri Taheri, Mohammad","Liu, Ritchie",,,,
CS,1134,101,45,15,1,2,1,2,1,1,1,2,2,,1,1,,,,,"Doore, Karen L",,,,,
CS,1334,001,4,22,12,3,14,5,2,3,1,3,2,,3,1,,,,,"Arnold, Gordon L",,,,,
CS,1336,003,4,7,16,6,4,15,3,3,8,1,2,,5,1,,,,,"Srinivasan, Srimathi",,,,,
CS,3305,501,40,17,2,1,5,2,3,3,,,1,,,1,,,,,"Farage, Timothy P",,,,,
CRIM,3319,0W1,,11,7,7,14,12,8,2,1,2,,4,6,1,,,,,"Hayslip, Melissa P",,,,,
OPRE,3360,004,9,7,5,10,6,9,7,10,6,,1,2,2,1,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,
MECH,3351,002,4,4,22,24,10,7,,2,,1,,,,1,,,,,"Bernal Montoya, Rodrigo A","Waliullah, Mohammad",,,,
CS,4341,002,14,24,7,13,4,2,,10,,,,,,1,,,,,"Becker, Eric W",,,,,
OPRE,6366,001,,13,14,18,16,6,5,2,,,,,1,0,,,,,"Leach, Sonia E","Zhang, Wen",,,,
SOC,1301,001,2,19,16,11,9,10,4,,2,,,1,1,0,,,,,"Simoni, Zachary","Burger, Charis M",,,,
CRIM,3300,0W1,,13,10,11,15,6,6,3,2,,2,1,6,0,,,,,"Worrall, John L","Riddell, Jordan R",,,,
OPRE,3360,003,9,9,11,10,11,8,5,3,4,,1,1,3,0,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,
CRIM,3310,001,46,21,2,1,,3,,,,,,,2,0,,,,,"Polk, Elmer O","Huskey, Michael",,,,
CS,4352,0W1,46,2,8,4,3,2,1,,4,,,,2,4,,,,,"Orrick, Erika D","Guo, Jinghui",,,,
ATCM,2365,001,3,32,,16,11,,5,3,,,,,6,0,,,,,"Andreen, Michael T","Murray, Jack A",,,,
CHEM,6100,001,,,,,,,,,,,,,,1,,,,76,"Dodani, Sheel C",,,,,
CS,2335,001,5,18,6,6,17,,2,7,2,1,2,1,6,4,,,,,"Doore, Karen L",,,,,
PSY,3339,001,,13,6,3,10,2,4,11,4,4,2,,14,2,,2,,,"Huxtable-Jester, Karen J",,,,,
CS,2335,002,10,14,8,5,11,4,2,12,3,,1,,6,2,,,,,"Doore, Karen L",,,,,
ISNS,2359,001,6,12,15,7,16,2,6,5,2,1,3,,2,1,,,,,"Griffin, William R","Zhang, Mengli","Akatakpo, Solomon O",,,
OPRE,3333,002,6,5,8,14,10,9,5,6,1,3,7,,1,4,,,,,"Lee, Chungseung",,,,,
OPRE,3360,002,16,8,8,11,11,7,4,5,3,,1,1,2,2,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,
OPRE,6370,001,,65,6,4,4,,,,,,,,,0,,,,,"Sabri, Ehap H","Khandelwal, Kumar Manglam",,,,
CS,6314,001,,46,19,9,1,2,1,1,,,,,,0,,,,,"Yuruk, Nurcan","Kaur, Navdeep",,,,
PSCI,3362,001,5,9,8,2,9,9,4,7,5,1,4,1,10,5,,,,,"Brunell, Thomas","Eaton, John M",,,,
COMD,6378,001,,77,,,3,,,,,,,,,0,,,,,"Dean, Lucinda L","Sale, Felicity F",,,,
CS,6314,501,,69,10,,1,,,,,,,,,0,,,,,"McMahan, Timothy","Li, Yi",,,,
OPRE,3360,007,9,32,7,15,10,3,,3,,,1,,,0,,,,,"Chen, Jiayu",,,,,
CS,6314,002,,53,17,6,4,,,,,,,,,0,,,,,"Yuruk, Nurcan","Yu, Shimeng","Maldonado, Ramon Manuel Martinez",,,
CRIM,1307,0W1,1,36,15,7,12,2,1,3,,,1,,2,0,,,,,"Kovandzic, Tomislav","Derlic, Dragana",,,,
PSCI,3333,001,3,11,7,19,18,9,3,,1,1,,,7,2,,,,,"Stewart, Marianne","Sun, Zeyu",,,,
HLTH,3101,0W3,,75,,,6,,,1,,,,,,0,,,,,"Sandon, Lona",,,,,
BIOL,4310,001,6,21,19,10,10,7,6,2,,,1,,,0,,,,,"Candas, Mehmet",,,,,
MECH,4310,002,,14,8,16,11,13,9,3,5,,2,,1,0,,1,,,"Li, Yaoyu","Shah, Shrey H",,,,
CS,6313,501,,79,2,,2,,,,,,,,,0,,,,,"Akcora, Cuneyt G","Komaragiri, Vasundhara","Ozdayi, Mustafa S",,,
BLAW,2301,501,,10,3,7,10,17,10,9,3,,8,,5,2,,,,,"Betanzos, Christina L",,,,,
MAS,6102,003,,,,,,,,,,,,,,1,,,,85,"Wilkerson, Cassandra","Chen, Lixuan","Rajpal, Kuldeep",,,
EPPS,2301,001,4,7,7,8,7,9,4,10,6,1,1,1,7,14,,,,,"Hicks, Donald","Glover, Nathan R",,,,
HUMA,1301,003,,13,9,5,9,6,10,7,5,,,,19,3,,,,,"Mortensen, Joan","Thomas, Kathryn E",,,,
MATH,2451,001,23,21,15,8,2,6,1,2,1,,,1,4,2,,,,,"Hooshyar, Mohammad","Ramakrishna, Viswanath",,,,
HIST,1302,004,17,23,13,13,9,1,1,1,2,,,1,3,2,,,,,"Klimchock, Carolee","Michaelsen, Rebekka A",,,,
PHIL,1301,003,,,7,2,6,5,6,12,11,4,10,3,18,3,,,,,"Hasler, Carl","Armentrout, Kenneth C",,,,
FILM,2332,501,1,8,9,7,6,13,7,8,9,2,5,2,3,8,,,,,"Oliver, Stephanie R","Al-Habashneh, Eman Bahjat",,,,
LIT,3317,501,16,7,5,14,7,14,9,4,2,,,,5,5,,,,,"Starnaman, Sabrina","D'Monte, Nikita",,,,
PHIL,1301,004,,1,7,4,11,25,4,9,5,5,1,1,11,4,,,,,"Hasler, Carl","Bensinger, Justin F",,,,
HIST,1301,002,10,23,,6,16,,3,6,,3,2,,16,3,,,,,"Folsom, Bradley N","Klimpel, Ellen J",,,,
HIST,1301,003,16,36,2,8,10,,4,5,1,,,,5,1,,,,,"Pettengill, Ryan S","Jacobs, Janet K",,,,
HIST,1301,001,1,10,14,10,15,6,10,5,2,2,5,,8,0,,,,,"Lester, Carole N","Yates, Kathryn L",,,,
STAT,4382,001,5,6,7,2,2,8,4,9,8,,8,10,15,4,,1,,,"Koshevnik, Yuly","Bu, Yashi",,,,
HIST,1302,006,,6,6,12,17,11,8,11,5,4,5,1,2,0,,,,,"Johnson, Yvonne","Goldmann, Kerry",,,,
ECON,2301,002,,23,10,29,9,7,2,2,,,,,6,1,,,,,"Chen, Zhengyang",,,,,
NSC,4354,001,5,15,17,10,11,8,9,7,2,,2,1,1,1,,,,,"Raboune, Siham","Brougher, Jackson J",,,,
