Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W
"Gurun, Ayfer",,,,,,FIN,3380,002,2,6,3,7,2,5,4,1,2,,,,,,,,,,0
"Zhao, Feng",,,,,,FIN,6381,001,,8,,,,,,,,,,,,,,,,,0
"Picken, Joseph C",,,,,,ENTP,4360,001,,2,1,1,3,1,,3,,,,,1,,,,,,0
"Kehoe, Joselle",,,,,,MATH,1326,009,10,6,2,,3,4,6,4,1,1,3,,5,,,,,,2
"Terranova, Charissa",,,,,,AHST,4342,001,,6,1,6,4,4,1,,,1,,,1,,,,,,0
"Cho, Kyeongjae",,,,,,MECH,6367,001,,3,3,5,2,1,,,,,,,,,,,,,0
"Root, Alexey",,,,,,ED,4358,0W2,3,5,3,1,3,,3,,1,,1,,2,,,,,,0
"Arnold, Maxim","Mankad, Het Y",,,,,MATH,2418,HN1,2,6,4,1,1,2,,,,,,,,,,,,1,1
"Le Prell, Colleen G",,,,,,AUD,7205,001,,9,8,4,4,1,1,,,,,,,,,,,,0
"Lobarinas, Edward",,,,,,AUD,7110,001,,9,2,1,2,,,,,,,,,,,,,,0
"Dabkowski, Mieczyslaw K","Kaushal, Amit",,,,,MATH,2419,HN1,4,4,3,1,1,3,1,,,,,,,,,,,,0
"Strickland, Warren",,,,,,BPS,6255,XS1,,22,,,,,,,,,,,,,,,,,0
"Kimzey, Jackie",,,,,,ENTP,6394,XS1,,3,12,3,,,,,,,,,,,,,,,0
"Foster Brady, Pamela",,,,,,IMS,6351,XS1,,22,,,,,,,,,,,,,,,,,0
"Ginevich, Rostislav",,,,,,MKT,6334,XS1,,17,,,,,,,,,,,,,,,,,0
"Bolton, Gary",,,,,,OB,6339,XS1,,9,9,4,,,,,,,,,,,,,,,0
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6202,XS1,,14,2,,1,,,,,,,,1,,,,,,1
"Kiser, Stephen L",,,,,,MECO,6303,XS1,,9,5,,1,2,,,,,,,1,,,,,,1
"Narayan, Ravishankar L",,,,,,MIS,6302,XS1,,17,,,,,,,,,,,1,,,,,,1
"Hassanzadeh, Nozar",,,,,,OPRE,6302,XS1,,,11,3,3,,,,,,,,,,,,,1,1
"Solomon, Lawrence N",,,,,,OB,6340,GW1,,1,2,4,,1,,1,,,,,,,,,,,1
"Hassanzadeh, Nozar",,,,,,OPRE,6250,GW1,,1,2,2,2,2,,,,,,,,,,,,,1
"Sadka, Gil","Kyung, Hoyoun","Song, Dongye",,,,ACCT,6202,GH1,,12,7,,,,,,,,,,,,,,,,0
"Rajaratnam, Daniel",,,,,,MKT,6301,GH1,,6,6,3,3,,,1,,,,,,,,,,,0
"Reichert, Carolyn A",,,,,,FIN,6301,GH1,,11,2,2,2,1,,2,,,,,,,,,,,0
"Kiser, Stephen L",,,,,,MECO,6303,GH1,,10,8,,1,,1,,,,,,,,,,,,0
"Ghosh, Jay K",,,,,,ENTP,6352,GW1,,3,5,1,,,,,,,,,,,,,,,0
"Zhang, Jieying","Song, Dongye","Hu, Yaqin",,,,ACCT,6332,SS1,,8,9,7,6,7,2,4,,,,,,,,,,,0
"Linsteadt, Chris C","Braughton, Caleb M",,,,,ACCT,6334,SS1,,20,,,19,,3,1,,,,,,,,,,,0
"Solcher, Steven J","Nguyen, Ploysirin K",,,,,ACCT,6353,SS1,,20,15,5,3,,,,,,,,,,,,,,0
"Peabody, Stephen D","Nguyen, Loc H",,,,,FIN,6301,SS1,,25,,,10,,7,1,,,,,,,,,,,0
"Hicks, Robert",,,,,,OB,6249,CW1,,43,,,,,,,,,,,,,,,,,0
"Hicks, Robert",,,,,,OB,6351,CW1,,22,9,8,2,1,,1,,,,,,,,,,,0
"Kiser, Stephen L",,,,,,MECO,6303,CW1,,7,3,,5,2,,,,,,,1,,,,,,0
"Hicks, Robert",,,,,,OB,6248,CW1,,26,,,,,,,,,,,,,,,,,0
"Hicks, Robert",,,,,,OB,6350,CW1,,10,4,4,5,2,,,,,,,,,,,,1,0
"Kapoor, Bhanu",,,,,,SYSM,6305,SS1,,12,2,3,2,,,,,,,,,,,,,,0
"Nguyen, Nhut",,,,,,SYSM,6308,SS1,,7,2,4,,,,,,,,,,,,,,,0
"Lewin, Peter","Zhu, Yiding",,,,,SYSM,6319,SS1,,6,1,1,,,1,,,,,,,,,,,,0
"Minden, Alixandre R",,,,,,SYSM,6325,SS1,,1,2,2,1,2,,,,,,,,,,,,,0
"Hicks, Jeffrey N",,,,,,SYSM,6333,SS1,,16,3,4,,,,,,,,,,,,,,,0
"Joiner, James C","Rajamani, Divakar",,,,,OPRE,6368,PW1,,7,,,,,,,,,,,,,,,,,0
"Joiner, James C","Rajamani, Divakar",,,,,OPRE,6367,PW1,,7,,,,,,,,,,,,,,,,,0
"Zhang, Jieying","Zhang, Yuan",,,,,ACCT,6V99,SS1,,8,2,,,,,,,,,,,,,,,,0
"Zhao, Xiaofei",,,,,,FIN,6V99,SS1,,11,5,,,,,,,,,,,,,,,,0
"Xu, Yexiao","Zhang, Huibing",,,,,FIN,6V99,SS2,,5,1,,,,,,,,,,,,,,,,0
"Szot, James",,,,,,MAS,6V01,PW1,,6,4,1,,,,1,,,,,,,,,,2,0
"Troutman, Amy B","Payne, Colton A",,,,,MAS,6V09,SS1,,65,,,,,,,,,,,,,,,,,0
"Rajamani, Divakar",,,,,,OPRE,6379,PS1,,7,3,4,1,3,,,,,,,,,,,,,0
"Zhang, Huibing",,,,,,MECO,6345,SS1,,6,4,,,,,,,,,,,,,,,,0
"Zhang, Huibing",,,,,,FIN,6310,SS1,,6,7,2,,1,,,,,,,,,,,,,0
"Zhao, Feng",,,,,,FIN,6314,SS1,,3,4,8,1,,,,,,,,1,,,,,,0
"Baranchuk, Nina",,,,,,FIN,6350,SS1,,8,2,2,2,,1,1,,,,,1,,,,,,0
"Convery, Paul","Deegan, Michael","Thurgood, Keith L",,,,HMGT,6410,AH6,,1,21,10,4,,,,,,,,,,,,,,0
"Reichert, Carolyn A",,,,,,FIN,6301,AW1,,11,3,1,,,,,,,,,,,,,,,1
"Munch, James",,,,,,MKT,6301,AW1,,20,,,,,,,,,,,,,,,,,0
"Barden, John P","McCracken, John",,,,,HMGT,6403,AS1,,37,,,,,,,,,,,,,,,,,0
"Slaikeu, Karl A","McCracken, John",,,,,HMGT,6406,AS1,,41,,1,,,,,,,,,,,,,,,0
"Taylor, Robert W",,,,,,CRIM,6390,JW1,,5,,1,,,,,,,,,,,,,,,4
"Cohen, Galia",,,,,,PA,6345,JS1,,7,,,,,,,,,,,,,,,,2,0
"Worrall, John L",,,,,,CRIM,6312,JS1,,8,,,,,,,,,,,1,,,,,,0
"Song, Kaisheng",,,,,,MECO,6312,FS1,,3,1,7,3,1,,2,,,,,,,,,,,0
"Zhao, Feng",,,,,,FIN,6360,FS1,,5,3,5,3,1,,,,,,,,,,,,,0
"Rahman, Nasir",,,,,,FIN,6342,FS1,,1,3,6,4,2,,1,,,,,,,,,,,0
"Scott, James A",,,,,,FIN,6368,FS1,,4,4,6,3,,,,,,,,,,,,,,0
"Bortz, Tiffany A",,,,,,ACCT,6291,SS1,,35,,,27,,,2,,,,,2,,,,,,0
"Johnson, Jennifer",,,,,,ACCT,6194,SS1,,47,,,17,,,1,,,,,1,,,,,,0
"Dorough, Ramona J",,,,,,COMM,1311,5W5,1,1,3,6,2,1,1,2,1,,,,2,,,,,,1
"Fleming, Forney F",,,,,,HMGT,6320,CH1,,25,,,,,,,,,,,,,,,,,0
"Rhoades, Mike",,,,,,MIS,6204,CH1,,8,,4,4,,,,,,,,,,,,,,0
"Hicks, Robert","Behrendt, William","Latham, Van M",,,,OB,6337,CH1,,24,1,4,2,,,,,,,,,,,,,,0
"Barden, John P",,,,,,ACCT,6301,CH1,,14,,,1,1,,,,,,,,,,,,,0
"Gustin, Jan D",,,,,,BPS,6310,CW1,,36,,,,,,,,,,,,,,,,,0
"Munch, James",,,,,,MKT,6301,CW1,,45,,,,,,1,,,,,,,,,,,0
"Ramanathan, Kannan",,,,,,HMGT,6332,CH1,,12,1,7,4,2,,,,,,,,,,,,,0
"Woldu, Habte G","Dakshinamoorthy, Sowmika","Chittoor, Dedeepya",,,,IMS,6204,CW1,,24,12,,1,1,,,,,,,,,,,,,0
"Szot, James","Bassuk, Lawrence","LeBoeuf, Nicole T","Goodman, Doug","Hefley, William E",,OPRE,6373,PS1,,6,2,3,,,,,,,,,,,,,,,0
"Hicks, Jeffrey N",,,,,,OB,6301,PS1,,18,10,5,,1,,1,,,,,1,,,,,,0
"Joiner, James C","Szot, James",,,,,IMS,6370,PW1,,12,,,,,,,,,,,,,,,,,0
"Joiner, James C","Szot, James",,,,,IMS,6371,PW1,,10,,,,,,,,,,,,,,,,,2
"Dalgic, Tevfik",,,,,,IMS,6204,PS1,,2,5,4,2,2,1,,,,,,,,,,,,0
"Lewin, Peter","Zhu, Yiding",,,,,MECO,6303,PH1,,2,7,3,1,2,,,,,,,,,,,,,0
"Dalgic, Tevfik",,,,,,IMS,6204,PW1,,8,,,,,,,,,,,,,,,,,0
"Reichert, Carolyn A",,,,,,FIN,6301,PW1,,4,,,2,1,,1,,,,,,,,,,1,0
"Joiner, James C",,,,,,OPRE,6302,PW1,,10,,,,,,,,,,,,,,,,,0
"Szot, James","Chasteen, Larry H","Hicks, Jeffrey N",,,,OPRE,6271,PS1,,7,,1,,,,,,,,,,,,,,,0
"Lewin, Peter",,,,,,BA,4V00,002,,10,,,,,,,,,,,,,,,,,1
"Shah, Rajiv",,,,,,ENTP,6398,501,,4,4,,1,,,,,,,,,,,,,,0
"Sabir, Muhammad F","Sahu, Takesh",,,,,BUAN,6341,003,,4,5,5,3,2,1,1,,,,,,,,,,,2
"Sethi, Awanti","Gokcinar, Abdullah H",,,,,OPRE,6332,002,,24,5,16,15,,,,,,,,,,,,,,2
"Tirone, Guido",,,,,,MKT,6352,001,,15,2,1,13,,1,3,,,,,,,,,,,0
"Leach, Sonia E","Davies, Adesola A",,,,,OPRE,6366,502,,28,5,2,,1,,1,,,,,,,,,,,0
"Pogue, Neall W",,,,,,ISIS,4V89,501,,2,2,2,2,,,,,1,,1,,,,,,,1
"Pogue, Neall W",,,,,,BIS,3320,004,1,6,11,5,5,,,,,,,,,,,,,1,0
"Pogue, Neall W",,,,,,BIS,3320,005,,2,1,3,2,3,,,,,,,,,,,,4,1
"Mcmechan, George",,,,,,GEOS,5373,001,,4,4,2,6,2,,,,,,,,,,,,,0
"Brikowski, Tom",,,,,,GEOS,5311,001,,4,1,,3,,,,,,,,,,,,,,0
"Sultana, Rukhsana",,,,,,ACN,6346,001,,11,,,5,,,1,,,,,,,,,,,0
"McWilliams, Steven P",,,,,,ACN,6340,001,,3,3,,1,,,,,,,,,,,,,,1
"Dussor, Gregory O",,,,,,ACN,6372,501,,14,,,3,,,,,,,,,,,,,,0
"Park, Peter K",,,,,,PHIL,4324,501,,3,2,5,3,1,,1,,,,,1,,,,,,0
"Bambach, Charles",,,,,,PHIL,4330,001,,9,7,4,6,5,,2,,,,,2,,,,,,0
"Heinz, Annelise M","Ssali, Madiina",,,,,HIST,2384,001,,9,5,5,4,2,,1,1,,,,4,,,,,,3
"Liu, Cong",,,,,,CS,6301,006,,15,,,,,,1,,,,,,,,,,,0
"Goodrum, Richard A","Zhou, Husheng",,,,,CS,4301,001,,8,,,6,,,2,,,,,3,,,,,,0
"Nagar, Anurag",,,,,,CS,4301,002,7,14,13,3,2,,,,,,,,,,,,,,0
"Cole, John",,,,,,CS,4301,003,,25,3,4,26,3,,7,,,,,,,,,,,1
"Pinkham, Amy E",,,,,,HCS,6317,001,,2,5,1,1,,,,,,,,,,,,,,0
"McCaskill, John R",,,,,,PA,4350,001,,24,5,3,1,1,1,,,,,,4,,,,,,1
"Lawson, Kristen A","Porter, Colby W",,,,,BCOM,3100,002,16,26,3,4,5,2,1,1,,,,,1,,,,,,0
"Wu, Fang","Qian, Kun",,,,,MKT,3300,012,2,6,3,3,5,5,9,6,2,2,1,,3,,,,,,1
"Wu, Fang","Qian, Kun",,,,,MKT,3300,013,,6,1,2,3,5,7,6,6,1,3,5,3,,,,,,0
"Amato, Lawrence A","Thompson, Mark",,,,,HIST,3337,001,17,19,12,16,8,6,4,3,1,,,,3,,,,,,1
"Blanchard, Andrew",,,,,,EERF,7V89,002,,6,,,,,,,,,,,,,,,,,0
"Kim, Tae Hoon",,,,,,BIOL,3315,001,,13,,,2,,,,,,,,,,,,,,1
"Gogate, Vibhav G","Shanbhag, Mahesh R",,,,,CS,6375,502,,8,6,5,5,2,,,,,,,4,,,,,,1
"Alagar, Sridhar",,,,,,CS,1336,502,6,7,8,8,11,6,6,4,2,1,2,4,6,,,,,,2
"Shamsuddin, Rittika",,,,,,CS,2305,004,10,3,4,3,5,2,2,2,,,,,4,,,,,,4
"Oladimeji, Ebenezer A","Hosseini, Seyyed Mohammadsaleh",,,,,CS,4337,502,3,5,,1,1,2,,2,1,1,1,,2,,,,,,0
"Wood, Harold G",,,,,,ATCM,1100,001,,2,,,5,,1,,,1,1,,,,,,,,0
"Balsamo, Anne","Bell, Elizabeth A",,,,,ATCM,2300,001,,89,52,27,20,12,6,8,4,2,,1,9,,,,,,4
"Desmedt, Yvo G",,,,,,CS,4301,004,,5,7,8,3,3,,,1,,,,1,,,,,1,1
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,011,4,13,9,2,3,4,,,3,1,,,1,,,,,,0
"McMahan, Timothy",,,,,,CS,1337,012,20,8,10,2,3,5,3,2,2,,,,2,,,,,,2
"Belkoura, Mohamed Amine","Skorupa Parolin, Erick",,,,,CS,3345,503,4,12,2,2,6,2,,2,,,2,,2,,,,,,0
"Nouroz Borazjany, Mehra","Crain, Jon A","Chen, Lingchao",,,,CS,3354,005,6,2,2,2,6,2,,,1,,1,1,,,,,,,2
"McMahan, Timothy","Gu, Shuyang",,,,,CS,4337,003,13,5,18,10,4,5,2,2,2,2,,1,2,,,,,,1
"Christopher, Daedra","Drury, Hannah E",,,,,ATCM,2301,001,,7,11,5,1,3,,3,,,,,,,,,,,0
"Christopher, Daedra","Drury, Hannah E",,,,,ATCM,2301,002,2,7,12,3,2,2,,,,,,,2,,,,,,0
"Naz, Asma",,,,,,ATCM,2301,003,1,11,6,3,1,,1,3,,,2,,2,,,,,,0
"Naz, Asma",,,,,,ATCM,2301,004,,10,8,,1,,2,2,1,,1,,3,,,,,,0
"Lester, Paul",,,,,,ATCM,2301,005,,5,,,14,,,8,,,2,,,,,,,,0
"Naz, Asma",,,,,,ATCM,2301,006,1,7,2,3,4,6,3,1,,1,,,,,,,,,2
"Murphy, Morgan K",,,,,,ATCM,2301,501,7,9,2,,,1,2,,1,,,,4,,,,,,3
"Li, Mary A",,,,,,ATCM,2301,502,5,8,1,2,2,3,,3,,,,,1,,,,,1,2
"Kaplan, Larry S",,,,,,FIN,3370,002,,3,1,3,3,2,9,4,2,,1,1,1,,,,,,0
"Johnson, Neil",,,,,,MAS,6102,004,,,,,,,,,,,,,1,,,,62,,0
"Willson, James K","Zhu, Yuankun",,,,,CS,4384,502,4,8,4,6,5,2,1,1,4,1,,1,3,,,,,,0
"Aldridge, Donna A","Nazir, Cassini","Porritt, Joseph","Brtis, Chelsea L",,,ATCM,2302,001,3,3,2,4,3,3,1,4,,,1,1,,,,,,,0
"Aldridge, Donna A","Brtis, Chelsea L","Porritt, Joseph","Nazir, Cassini",,,ATCM,2302,002,14,5,4,2,1,,,,,,,,1,,,,,,0
"Wood, Harold G","Porritt, Joseph","Brtis, Chelsea L",,,,ATCM,2302,003,13,10,1,4,1,,,,,,,,1,,,,,,0
"Aldridge, Donna A","Nazir, Cassini","Brtis, Chelsea L","Porritt, Joseph",,,ATCM,2302,004,12,6,8,,1,2,,,1,,,,1,,,,,,1
"Aldridge, Donna A","Nazir, Cassini","Brtis, Chelsea L","Porritt, Joseph",,,ATCM,2302,005,7,7,3,3,,2,2,2,1,1,1,,1,,,,,,0
"Wood, Harold G","Brtis, Chelsea L","Porritt, Joseph",,,,ATCM,2302,006,11,15,4,1,,,,,,,,,,,,,,,1
"Minnish, Roxanne W","Porritt, Joseph","Brtis, Chelsea L",,,,ATCM,2302,007,10,8,3,1,3,2,1,,,,1,,,,,,,1,0
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,2303,001,2,13,23,5,4,1,,,,,,,,,,,,,0
"Oropallo, Kara I","Park, Gue Won",,,,,ATCM,2303,002,5,11,17,8,4,1,1,,,,,,,,,,,,1
"Oropallo, Kara I","Park, Gue Won",,,,,ATCM,2303,003,4,23,9,2,6,3,,,,,,,,,,,,,1
"Salter, Monika","Benke, Nicholas P",,,,,ATCM,2305,001,10,8,8,7,2,2,2,2,2,2,1,1,3,,,,,,1
"Johnson, Maureen",,,,,,ATCM,2320,001,,9,3,4,3,3,,,,,,,,,,,,,0
"Banner, Olivia P",,,,,,ATCM,2322,001,1,5,8,1,5,1,1,3,2,,,,,,,,,,1
"Fitzgerald, Harold E",,,,,,ATCM,2345,001,7,8,5,2,1,,1,1,,,,,3,,,,,,1
"Fitzgerald, Harold E",,,,,,ATCM,2345,002,4,7,5,2,4,4,,4,,,,,,,,,,,0
"Andreen, Michael T","Harper, Richard C","Bernfeld, Luke S",,,,ATCM,2365,001,,27,1,,10,1,,5,,,1,,3,,,,,,0
"Joyce, Lindsey",,,,,,ATCM,3301,001,14,5,4,,,2,,,,,,,,,,,,,0
"Joyce, Lindsey",,,,,,ATCM,3301,002,14,3,4,,1,,,2,,,,,,,,,,,1
"Joyce, Lindsey",,,,,,ATCM,3301,003,12,2,5,1,1,1,,,1,1,,,,,,,,,1
"Johnson, Maureen",,,,,,ATCM,3301,005,,9,4,3,1,2,,3,,,,,3,,,,,,0
"Hall, Phillip",,,,,,ATCM,3305,001,,9,8,,8,,,1,2,,1,,,,,,,,0
"Hall, Phillip",,,,,,ATCM,3305,002,1,7,6,,14,,,,,,1,,1,,,,,,0
"McCord, Peter A",,,,,,ATCM,3306,001,,1,5,2,6,3,3,4,,,1,2,1,,,,,,1
"Camacho, Christopher J",,,,,,ATCM,3306,002,1,4,4,3,1,2,1,2,5,1,2,,3,,,,,,1
"Salter, Monika",,,,,,ATCM,3306,003,3,,4,1,4,3,1,,,1,,1,7,,,,,,3
"McCord, Peter A",,,,,,ATCM,3307,001,,,2,7,8,3,1,,2,,,1,3,,,,,,3
"McCord, Peter A",,,,,,ATCM,3307,002,,1,6,4,5,5,3,1,1,,1,,,,,,,,3
"Camacho, Christopher J",,,,,,ATCM,3308,001,3,3,3,5,2,,1,,,1,,1,8,,,,,,1
"Camacho, Christopher J",,,,,,ATCM,3308,002,2,,7,2,1,3,,1,,1,1,,7,,,,,1,2
"McComber, Sean",,,,,,ATCM,3309,001,,5,3,5,1,2,1,,,,,,,,,,,,0
"Johnson, Casey A",,,,,,ATCM,3311,001,,,2,,1,2,,6,2,1,,3,2,,,,,,1
"Imaoka, Laura",,,,,,ATCM,3320,001,,1,2,5,3,2,,,,,,,,,,,,,2
"Nielsen, Christina R",,,,,,ATCM,3330,001,1,2,5,5,2,2,,,1,,,,,,,,,,0
"Nielsen, Christina R",,,,,,ATCM,3330,002,,12,3,2,1,,,,,,,,,,,,,,0
"Starzer, Kenneth W",,,,,,ATCM,3335,501,3,1,3,2,2,2,1,1,,1,,,2,,,,,,1
"Wood, Harold G",,,,,,ATCM,3337,001,1,4,2,5,7,,1,1,,,,,,,,,,,0
"Camacho, Christopher J",,,,,,ATCM,3338,001,2,4,3,6,5,3,2,,1,,1,1,1,,,,,,1
"Chandler, Adam W",,,,,,ATCM,3338,002,1,2,6,1,4,7,2,,,1,,1,3,,,,,,1
"Marks, David E",,,,,,ATCM,3346,001,2,6,8,2,,,,,,,,,,,,,,,1
"Hewitt, Sharon",,,,,,ATCM,3350,001,,6,4,2,2,3,1,,,1,,,,,,,,,0
"Hewitt, Sharon",,,,,,ATCM,3350,002,1,2,3,6,1,2,1,1,,,,,,,,,,,0
"Hewitt, Sharon",,,,,,ATCM,3350,501,2,3,6,1,2,2,1,,,,,,1,,,,,,0
"Scott, Andrew F","Marder, Amanda K",,,,,ATCM,3356,001,5,1,8,,,,,,,,,,1,,,,,,2
"Miller, Joshua L",,,,,,ATCM,3365,001,,11,5,4,6,2,,,,,,,1,,,,,,0
"Miller, Joshua L",,,,,,ATCM,3365,002,,18,8,4,,,,,,,,,,,,,,,0
"Christopher, Daedra",,,,,,ATCM,3365,003,,1,9,9,4,4,,1,2,,,,,,,,,,0
"Stewart, Michael C",,,,,,ATCM,3365,501,,11,,5,12,,,1,,,,,,,,,,,1
"Joyce, Lindsey",,,,,,ATCM,3366,001,6,8,5,2,,1,1,1,3,,,,1,,,,,,1
"Wu, Hong An",,,,,,ATCM,3366,002,2,18,4,2,,2,1,,,,,,1,,,,,,0
"Chandler, Adam W",,,,,,ATCM,3367,001,1,1,6,4,4,2,2,2,1,,,2,4,,,,,,1
"Billingslea, Steven L",,,,,,ATCM,3367,501,3,10,5,,,,,,,,,,2,,,,,,2
"Hoyt, Kenneth L","Jahanandish, Mohammadhassan",,,,,BMEN,4V95,003,5,4,3,1,,1,1,2,,1,,,,,,,,,0
"Chandler, Adam W",,,,,,ATCM,3368,001,1,5,4,2,1,2,1,1,2,1,,1,6,,,,,,2
"Koknar, Cenk",,,,,,ATCM,3368,501,2,,2,1,2,1,,3,1,,,1,3,,,,,,1
"Evans, Monica J",,,,,,ATCM,3369,001,,13,1,1,1,1,,,,,,,,,,,,,1
"Andreen, Michael T",,,,,,ATCM,3369,002,,15,,,3,,,1,,,,,,,,,,,0
"Lewis, Timothy M",,,,,,ATCM,3370,001,1,1,2,2,1,2,1,1,,1,,,1,,,,,,1
"Fitzgerald, Harold E",,,,,,ATCM,3372,001,11,6,2,1,1,1,,,,,,,5,,,,,,2
"Lee, Angela M",,,,,,ATCM,3382,001,4,11,5,6,3,1,,,,,,,,,,,,,0
"Lindsey, Nathan",,,,,,ATCM,3388,001,,3,11,12,9,4,3,2,1,,1,,,,,,,,0
"Llamas Rodriguez, Juan A",,,,,,ATCM,3395,001,,5,3,5,3,6,6,1,,,,,,,,,,1,0
"Sung, Wendy",,,,,,ATCM,3395,002,,2,2,4,5,1,,1,1,,,,,,,,,,0
"Lin, Colleen B",,,,,,ATCM,3395,501,9,3,4,2,,1,,,,,,1,,,,,,2,0
"Lin, Colleen B",,,,,,ATCM,3395,502,6,4,7,1,2,,2,,,,,,,,,,,2,1
"Chiu, Yu-Kwong",,,,,,ATCM,3395,503,2,5,1,1,3,6,2,4,,,3,,2,,,,,,0
"Pancrazio, Joseph J",,,,,,BMEN,6371,001,,11,1,2,2,,,,,,,,,,,,,,1
"Belkoura, Mohamed Amine","Skorupa Parolin, Erick",,,,,CE,3345,503,2,2,3,,1,1,,1,,,,,2,,,,,,0
"Kitagawa, Midori",,,,,,ATCM,4310,001,3,8,3,5,,2,,,,,,,,,,,,,0
"Leverone, Julia",,,,,,CRWT,3351,001,1,6,2,,3,1,,,,,,,,,,,,,0
"Kapoor, Bhanu","Nguyen, Y H",,,,,CS,3377,0W3,7,22,12,3,5,3,,,,,,,2,,,,,,1
"Hall, Phillip",,,,,,ATCM,4305,001,,3,4,,6,,,2,,,,,,,,,,,1
"Fumagalli, Andrea",,,,,,EESC,6340,001,,7,,4,4,,,,,,,,,,,,,,0
"McCord, Peter A",,,,,,ATCM,4307,001,,,8,4,2,2,,1,,,,,,,,,,,0
"McComber, Sean",,,,,,ATCM,4315,001,,1,1,,2,1,2,3,1,,,,1,,,,,,0
"Sung, Wendy",,,,,,ATCM,4323,001,,3,2,,2,2,1,1,3,1,,,,,,,,,0
"Imaoka, Laura",,,,,,ATCM,4326,001,,1,8,7,7,3,,,,,,,1,,,,,,0
"Nielsen, Christina R",,,,,,ATCM,4330,001,3,11,7,2,3,2,,,,,,1,,,,,,,0
"Burrough, Xtine","Brumett, Joshua O",,,,,ATCM,4330,002,,4,3,3,7,5,,2,3,,1,,,,,,,,1
"Llamas Rodriguez, Juan A",,,,,,ATCM,4334,001,2,2,4,3,2,3,3,,8,,,,,,,,,2,0
"Nazir, Cassini",,,,,,ATCM,4337,001,,6,6,3,,1,,,,,,,1,,,,,,0
"Nazir, Cassini",,,,,,ATCM,6366,001,,14,2,1,,,,,,,,,1,,,,,,0
"Farrar, Eric T",,,,,,ATCM,4338,001,8,8,4,1,1,3,3,,,,,,1,,,,,,1
"Fee, Robert",,,,,,ATCM,4340,001,,4,,1,4,1,,,,,,,,,,,,,0
"Marks, David E",,,,,,ATCM,4346,001,4,4,6,1,,,,,,,,,,,,,,,0
"Hewitt, Sharon",,,,,,ATCM,4350,001,2,3,7,3,3,1,,3,,,,1,,,,,,,0
"Stewart, Michael C",,,,,,ATCM,4365,001,,4,,,1,,,3,,,,,5,,,,,,3
"Lewis, Timothy M",,,,,,ATCM,4365,002,,3,1,1,3,1,2,2,2,,,,2,,,,,,3
"Chandler, Adam W",,,,,,ATCM,4367,001,1,2,4,,2,2,2,1,2,,,,1,,,,,,1
"Hall, Phillip",,,,,,ATCM,4373,001,,2,6,1,1,,,2,,,,1,5,,,,,1,0
"Christopher, Timothy V",,,,,,ATCM,4376,001,,12,5,,,,,,,,,,,,,,,,0
"Lewis, Timothy M",,,,,,ATCM,4379,001,,2,6,5,2,3,2,,,,,,,,,,,,0
"Lester, Paul",,,,,,ATCM,4384,001,,9,,,18,,,,,,1,,,,,,,,1
"Lee, Angela M",,,,,,ATCM,4386,001,3,11,9,2,4,,1,,,,,,,,,,,,0
"Lockhart, Michele",,,,,,ATCM,4388,001,1,3,2,5,3,2,,2,,,1,,1,,,,,,0
"Oropallo, Kara I","Carr, Adam M",,,,,ATCM,4395,001,2,20,16,5,4,,,,1,,,,,,,,,,0
"Warren, Shilyh J",,,,,,HUAS,6373,001,,1,6,,,,,,,,,,,,,,,,0
"Brooks, Lori L",,,,,,ED,4353,501,14,3,,,,,,,,,,,,,,,,,0
"Henley, Kasey G","Park, Gue Won",,,,,ATCM,4395,501,12,12,7,7,6,2,1,,,1,,,,,,,,,0
"Swingle, Marta L","Carr, Adam M",,,,,ATCM,4395,502,6,2,17,6,8,5,,,2,,1,,1,,,,,,0
"Nielsen, Christina R",,,,,,ATCM,4397,001,1,6,2,,2,4,2,,,,1,,,,,,,,0
"Johnson, Casey A",,,,,,ATCM,4397,002,,9,,,2,,2,,1,,,,,,,,,,0
"Christopher, Daedra",,,,,,ATCM,4397,003,5,4,6,4,4,5,,,,,,,,,,,,,0
"Andreen, Michael T",,,,,,ATCM,4397,004,,22,,,4,,,,,,,,,,,,,,0
"Nadin, Mihai",,,,,,ATCM,6301,001,,9,2,1,,,,,,,,,,,,,,,0
"Fechter, Todd A",,,,,,ATCM,6313,001,,8,,,,,,,,,,,,,,,,,0
"Malina, Roger F",,,,,,ATCM,6327,501,,3,2,1,1,,,,,,,,,,,,,1,0
"Christopher, Timothy V",,,,,,ATCM,6335,001,,2,2,2,1,,,1,,,,,1,,,,,,0
"Nguyen, Josef D",,,,,,ATCM,6342,501,,8,,1,1,,,,,,,,,,,,,,0
"Evans, Monica J",,,,,,ATCM,6356,001,,15,,,,,,,,,,,,,,,,,0
"Scott, Andrew F",,,,,,ATCM,6395,001,,6,1,,,,,,,,,,,,,,,,0
"Nagar, Anurag","Xiong, Hao",,,,,CS,6307,501,,24,3,,,,,,,,,,,,,,,,0
"Fishwick, Paul",,,,,,CS,6328,001,,18,,,,,,,,,,,,,,,,,0
